#	top	0.001
08578517	_derivationally_related_form	02661574
11852255	_member_meronym	11852531
12943302	_member_meronym	12943443
anomaly:	00745499	_derivationally_related_form	06573020
12613596	_member_meronym	12613706
anomaly:	13169219	_member_meronym	01501160
11880610	_member_meronym	11880791
anomaly:	08910668	_instance_hypernym	08546183
12825061	_hypernym	12823859
anomaly:	12514592	_hypernym	12882779
11932745	_hypernym	11931918
12168385	_member_meronym	12168565
11902595	_member_meronym	11902709
11769002	_member_meronym	11769176
anomaly:	06806469	_derivationally_related_form	01168569
11862089	_member_meronym	11862300
11084110	_synset_domain_topic_of	06966825
anomaly:	12684640	_member_meronym	02610234
11884198	_member_meronym	11884384
12670172	_member_meronym	12670334
11983910	_member_meronym	11984144
11945930	_member_meronym	11946051
anomaly:	02503127	_hypernym	07371293
12496735	_member_meronym	12496949
anomaly:	09186709	_instance_hypernym	14613922
anomaly:	02169833	_member_meronym	12684379
12796192	_member_meronym	12796385
12223950	_member_meronym	12224140
02474239	_hypernym	00512877
12714114	_member_meronym	12714254
anomaly:	12803517	_hypernym	08107499
12006081	_member_meronym	12006306
anomaly:	02300018	_member_meronym	01356086
anomaly:	02610845	_member_of_domain_region	07450549
11728350	_member_meronym	11728530
12564381	_member_meronym	12564613
11925720	_member_meronym	11925898
anomaly:	11804082	_member_meronym	12117912
05667404	_hypernym	05667196
02423465	_member_meronym	02423589
01240188	_hypernym	01239862
12173407	_member_meronym	12173664
anomaly:	01523908	_member_meronym	12723446
00328327	_hypernym	00328015
anomaly:	10257524	_hypernym	12221191
11996092	_member_meronym	11996251
anomaly:	02595217	_member_meronym	12518879
anomaly:	02215966	_hypernym	00363260
12694193	_member_meronym	12694336
12574727	_member_meronym	12574866
12098665	_member_meronym	12098827
11817774	_member_meronym	11817914
12760722	_member_meronym	12760875
10593745	_hypernym	09865954
00256369	_hypernym	00257650
00630071	_hypernym	00629911
anomaly:	02607630	_member_meronym	12186116
anomaly:	12363988	_member_meronym	01914609
anomaly:	02181863	_member_meronym	12631331
03156990	_synset_domain_topic_of	05841985
02143539	_hypernym	02143283
12374862	_hypernym	12374418
anomaly:	01562584	_member_meronym	11960084
06737112	_hypernym	06722453
anomaly:	12811856	_member_meronym	01685808
anomaly:	02476870	_derivationally_related_form	00455529
08775053	_instance_hypernym	08678615
07483782	_hypernym	07483622
12769430	_member_meronym	12769663
anomaly:	04729710	_derivationally_related_form	13453428
anomaly:	01480469	_verb_group	02730135
11866078	_member_meronym	11866248
anomaly:	10372373	_derivationally_related_form	00413239
anomaly:	00253277	_verb_group	02321046
anomaly:	02145084	_member_meronym	12710917
12455787	_member_meronym	12455950
12953484	_hypernym	12953206
anomaly:	10034785	_derivationally_related_form	00593944
12413419	_member_meronym	12412987
anomaly:	02641063	_member_meronym	02291391
anomaly:	12475450	_member_meronym	12251740
anomaly:	02692513	_derivationally_related_form	10495421
anomaly:	08926381	_instance_hypernym	00973077
anomaly:	03402188	_synset_domain_topic_of	00612160
anomaly:	01678685	_hypernym	01529491
12528549	_hypernym	12527738
anomaly:	01588172	_also_see	01976089
anomaly:	01106864	_hypernym	07160883
anomaly:	09111955	_instance_hypernym	08544813
10497202	_hypernym	10334782
02397744	_hypernym	02397529
01597662	_hypernym	01597286
12669641	_member_meronym	12669803
03980026	_hypernym	03475823
anomaly:	02391782	_member_meronym	12820434
12903503	_hypernym	12903367
anomaly:	05398609	_hypernym	04011827
12231358	_hypernym	12231192
12802987	_member_meronym	12803226
11823756	_hypernym	11823043
anomaly:	02228031	_derivationally_related_form	01036804
12547658	_member_meronym	12547872
07091587	_member_of_domain_usage	14412564
anomaly:	13433462	_derivationally_related_form	07813107
00814458	_hypernym	00943563
anomaly:	05772356	_derivationally_related_form	09946957
anomaly:	02721438	_hypernym	05697135
01062395	_hypernym	00665476
anomaly:	07525555	_derivationally_related_form	06495000
07553016	_hypernym	07552729
anomaly:	03962685	_has_part	07764486
12397431	_has_part	03497182
anomaly:	12605519	_hypernym	00964694
anomaly:	01196759	_synset_domain_topic_of	15253139
anomaly:	00001930	_derivationally_related_form	00002325
anomaly:	12429942	_member_meronym	10770059
anomaly:	11988774	_hypernym	02139199
anomaly:	12345280	_hypernym	01909422
anomaly:	02321009	_also_see	02486693
anomaly:	06883725	_hypernym	12137569
anomaly:	02310000	_hypernym	05810948
anomaly:	09943811	_derivationally_related_form	10478626
07555402	_hypernym	07555184
anomaly:	02263346	_derivationally_related_form	10657556
anomaly:	06531481	_synset_domain_topic_of	06951067
anomaly:	00657016	_derivationally_related_form	14889479
anomaly:	06334512	_hypernym	01845477
12705978	_has_part	12706240
anomaly:	02988486	_hypernym	15027189
00889026	_synset_domain_topic_of	06534659
anomaly:	10054657	_derivationally_related_form	01009871
04941942	_hypernym	04941124
anomaly:	05714745	_hypernym	00017222
anomaly:	01157850	_synset_domain_topic_of	00471613
09953615	_hypernym	10628222
13231078	_hypernym	13230662
anomaly:	02396427	_has_part	07764486
anomaly:	08933437	_hypernym	05397468
anomaly:	08321956	_synset_domain_topic_of	07222581
anomaly:	08552138	_derivationally_related_form	09826204
anomaly:	00281101	_derivationally_related_form	07575076
anomaly:	09859557	_derivationally_related_form	00552253
06205411	_hypernym	06205154
12905817	_has_part	07734017
10695450	_hypernym	09991530
04946078	_hypernym	04945530
anomaly:	00620673	_verb_group	01866192
01997119	_also_see	01997680
anomaly:	10034201	_derivationally_related_form	10771392
anomaly:	05221895	_hypernym	03274561
anomaly:	00133978	_hypernym	09831962
12665271	_has_part	07821260
04123740	_has_part	03980178
14336317	_has_part	14327266
03442288	_hypernym	02973558
06636524	_hypernym	06636259
05120310	_hypernym	05120116
anomaly:	02684254	_verb_group	01140654
anomaly:	10455447	_hypernym	05901508
10135297	_hypernym	10040945
02744280	_hypernym	02744061
anomaly:	06683183	_hypernym	09633969
anomaly:	01688271	_also_see	01197980
anomaly:	00456357	_synset_domain_topic_of	06987124
anomaly:	04048568	_derivationally_related_form	09440186
06407733	_hypernym	06407221
anomaly:	01461646	_has_part	03971422
07102593	_hypernym	07106246
anomaly:	02565072	_has_part	04289690
08425888	_hypernym	08425303
anomaly:	10169678	_hypernym	00635012
anomaly:	01438902	_also_see	02072849
anomaly:	01261018	_also_see	01992503
03289268	_hypernym	04003597
anomaly:	02690613	_derivationally_related_form	10468559
anomaly:	00066397	_derivationally_related_form	01172889
anomaly:	00645939	_derivationally_related_form	02581957
anomaly:	07500414	_derivationally_related_form	01589056
anomaly:	02615298	_hypernym	03733925
anomaly:	00770834	_hypernym	15233239
anomaly:	09151516	_hypernym	13968547
anomaly:	02672540	_derivationally_related_form	13534274
anomaly:	00781000	_derivationally_related_form	14049552
anomaly:	01913363	_hypernym	10662952
anomaly:	01832167	_hypernym	04350905
anomaly:	02064131	_derivationally_related_form	10575787
anomaly:	02526486	_hypernym	05566919
anomaly:	00210518	_hypernym	03575240
anomaly:	01052301	_hypernym	14758842
anomaly:	01726879	_hypernym	06941644
anomaly:	01535842	_hypernym	06706676
anomaly:	12575679	_hypernym	03315023
anomaly:	12317919	_hypernym	02803349
anomaly:	11714618	_hypernym	14299637
anomaly:	00093327	_derivationally_related_form	00500834
anomaly:	03502331	_hypernym	02149420
anomaly:	06551627	_hypernym	03764276
anomaly:	01462005	_hypernym	00021939
anomaly:	02566528	_derivationally_related_form	00433458
anomaly:	03490324	_hypernym	00376063
anomaly:	00831651	_derivationally_related_form	00999245
anomaly:	05051896	_hypernym	04426618
04959061	_hypernym	04958634
03247083	_hypernym	03947111
anomaly:	07908411	_hypernym	01552519
anomaly:	04780958	_derivationally_related_form	12282235
anomaly:	05768553	_derivationally_related_form	00344040
anomaly:	14427065	_hypernym	01631534
anomaly:	13548105	_hypernym	14178077
anomaly:	01823528	_derivationally_related_form	02717701
anomaly:	06608143	_hypernym	14806838
anomaly:	08057633	_derivationally_related_form	00588598
anomaly:	02019011	_derivationally_related_form	01431230
anomaly:	00915423	_hypernym	07024929
anomaly:	00024720	_hypernym	08107499
anomaly:	04449290	_hypernym	09621545
05621808	_derivationally_related_form	00393227
anomaly:	05000537	_hypernym	08491027
anomaly:	02012715	_instance_hypernym	08552138
anomaly:	01028748	_verb_group	00447950
anomaly:	06518719	_hypernym	14367341
anomaly:	11604225	_derivationally_related_form	13485408
01068380	_synset_domain_topic_of	00611143
anomaly:	12610609	_derivationally_related_form	01163620
anomaly:	10029068	_hypernym	07029247
anomaly:	09587565	_hypernym	08491826
anomaly:	10726031	_hypernym	00127531
anomaly:	03595860	_derivationally_related_form	05820462
anomaly:	07465290	_has_part	08887013
anomaly:	02619839	_derivationally_related_form	05650820
anomaly:	01028640	_derivationally_related_form	05217859
anomaly:	00605715	_hypernym	14894481
01509280	_hypernym	02529284
00510922	_hypernym	00510723
anomaly:	04809237	_hypernym	14599168
anomaly:	08851830	_instance_hypernym	10296176
anomaly:	01454810	_derivationally_related_form	15268993
anomaly:	03686130	_hypernym	13518963
01286913	_hypernym	01301410
anomaly:	08170374	_hypernym	10633450
anomaly:	02237730	_member_meronym	08963244
anomaly:	13632461	_has_part	09136182
12939479	_hypernym	12939104
anomaly:	08340153	_member_meronym	01721718
anomaly:	15298011	_hypernym	00043902
anomaly:	01728840	_derivationally_related_form	10020890
anomaly:	02419773	_derivationally_related_form	00400427
anomaly:	10026058	_hypernym	01010118
anomaly:	14526182	_derivationally_related_form	00657728
anomaly:	06366581	_hypernym	02327200
anomaly:	08760510	_member_meronym	02001428
anomaly:	14288561	_hypernym	05701944
anomaly:	01296462	_hypernym	09845999
anomaly:	00164152	_hypernym	01987160
anomaly:	08900535	_has_part	07784522
anomaly:	06096913	_hypernym	00620752
anomaly:	00579952	_derivationally_related_form	07360293
anomaly:	00763787	_hypernym	01038666
00848466	_hypernym	00848282
anomaly:	05305806	_hypernym	05070032
01214786	_hypernym	00435853
anomaly:	11520989	_hypernym	09243405
anomaly:	00290302	_hypernym	01656813
04886881	_hypernym	07508486
anomaly:	11439031	_has_part	01444922
anomaly:	02553428	_hypernym	00839023
anomaly:	14051056	_derivationally_related_form	02874282
anomaly:	13630864	_has_part	08970318
anomaly:	09820044	_derivationally_related_form	01145163
anomaly:	06632511	_hypernym	01083077
anomaly:	13500557	_derivationally_related_form	00934199
04844891	_hypernym	04844625
anomaly:	00591622	_hypernym	00824767
05116590	_hypernym	05115804
12896615	_hypernym	12896307
00361041	_hypernym	00360757
anomaly:	10720097	_hypernym	00880978
00205649	_hypernym	01205961
anomaly:	10828573	_hypernym	02283201
01806271	_hypernym	01806109
anomaly:	00390906	_hypernym	00657260
03029603	_has_part	04228844
anomaly:	12975804	_hypernym	12550210
anomaly:	00285387	_hypernym	14911057
06639674	_hypernym	06636259
anomaly:	08706058	_instance_hypernym	10705615
04894964	_hypernym	04894552
01781757	_hypernym	01781520
00340463	_hypernym	00339463
anomaly:	05484573	_member_meronym	01694178
00639007	_hypernym	00638770
anomaly:	10023656	_derivationally_related_form	05646218
12719684	_has_part	07819769
05756414	_hypernym	05756203
anomaly:	02996605	_hypernym	11565040
02258617	_hypernym	02257370
anomaly:	00830448	_hypernym	07992450
anomaly:	02677097	_derivationally_related_form	01186208
anomaly:	08961402	_derivationally_related_form	05648459
12874783	_has_part	07827410
anomaly:	01633047	_hypernym	01212519
anomaly:	08069878	_member_meronym	13536016
02741357	_hypernym	02741149
anomaly:	11771924	_hypernym	02587300
anomaly:	11264973	_instance_hypernym	08491826
10618685	_hypernym	10740868
07372565	_hypernym	07428450
anomaly:	05054130	_derivationally_related_form	00256507
anomaly:	02416278	_hypernym	00383542
10039164	_hypernym	09908273
12516828	_hypernym	12516584
12358293	_has_part	07822323
anomaly:	01462468	_derivationally_related_form	00126721
anomaly:	01669643	_hypernym	01656813
12441183	_has_part	07719213
anomaly:	03483316	_hypernym	09769345
anomaly:	13001743	_member_meronym	12385429
01211019	_hypernym	01210737
10657556	_hypernym	10657835
anomaly:	01405044	_derivationally_related_form	07066659
00230276	_hypernym	00230033
anomaly:	02387486	_hypernym	01787822
01110661	_hypernym	01110517
anomaly:	08873622	_has_part	14023997
12574470	_has_part	07818133
10792178	_hypernym	10638136
00956687	_hypernym	00609683
02882647	_hypernym	02882483
anomaly:	09433134	_derivationally_related_form	02136271
anomaly:	02537319	_hypernym	09613191
04678401	_hypernym	04677952
anomaly:	01983048	_has_part	02934168
11872973	_has_part	11873182
12931542	_has_part	07828041
11951052	_hypernym	11950345
04678908	_hypernym	04677952
14045141	_hypernym	14044930
anomaly:	05790012	_derivationally_related_form	06732169
11963755	_member_meronym	11963932
anomaly:	01835280	_derivationally_related_form	00830448
10557404	_hypernym	10221040
anomaly:	00266391	_derivationally_related_form	02637592
09823502	_hypernym	10237069
12372233	_has_part	12372520
anomaly:	11726569	_hypernym	12409231
anomaly:	02438452	_member_meronym	10995850
11985586	_member_meronym	11985739
02563949	_hypernym	02563182
anomaly:	01259034	_hypernym	02344568
anomaly:	02597004	_hypernym	12805146
11709205	_has_part	07826930
01470856	_hypernym	01470225
anomaly:	00646542	_derivationally_related_form	06593803
02569630	_hypernym	00812298
anomaly:	02589013	_hypernym	10060352
anomaly:	08748280	_has_part	13430495
00169298	_hypernym	00310386
12844220	_member_meronym	12844409
anomaly:	10170989	_hypernym	01083645
12762583	_member_meronym	12762896
13235503	_hypernym	13233727
12842765	_member_meronym	12842887
11920867	_member_meronym	11920998
01510576	_hypernym	01510173
14770838	_hypernym	15052970
00052791	_hypernym	00305153
anomaly:	00918383	_derivationally_related_form	02994448
11867070	_member_meronym	11867311
anomaly:	07549536	_hypernym	00858188
07774032	_hypernym	13128365
anomaly:	02159271	_member_meronym	01592084
anomaly:	13421462	_hypernym	08332330
anomaly:	00579201	_hypernym	00757730
12827907	_hypernym	12826516
05147586	_hypernym	05147381
00870312	_hypernym	00869583
12864038	_member_meronym	12864160
11886380	_member_meronym	11886537
anomaly:	14250081	_has_part	09331328
12846869	_member_meronym	12847008
02609617	_hypernym	02607862
anomaly:	01157557	_derivationally_related_form	01733213
anomaly:	12998349	_member_meronym	11888800
anomaly:	02341288	_member_meronym	12626674
00303849	_hypernym	00326440
12818147	_member_meronym	12818346
12510774	_has_part	07726230
anomaly:	13505843	_hypernym	02399000
12720893	_member_meronym	12721122
anomaly:	01923637	_derivationally_related_form	07888909
02050004	_hypernym	02049532
anomaly:	02081178	_has_part	08984788
13151820	_member_meronym	13151975
anomaly:	06843838	_hypernym	01426397
12659203	_member_meronym	12659356
12201761	_member_meronym	12201938
anomaly:	09629065	_derivationally_related_form	00794981
anomaly:	02163982	_member_meronym	12884260
anomaly:	01838961	_member_meronym	12094244
12096223	_member_meronym	12096395
anomaly:	02588677	_hypernym	14040660
12307611	_member_meronym	12307756
11775160	_member_meronym	11775340
12529353	_member_meronym	12529500
12531144	_member_meronym	12531328
12222715	_member_meronym	12223160
anomaly:	12466450	_member_meronym	12628872
11814440	_member_meronym	11814584
11857528	_member_meronym	11858077
anomaly:	01715888	_hypernym	11630890
11742745	_member_meronym	11742878
12844697	_member_meronym	12844939
anomaly:	02329093	_member_meronym	11968931
11772702	_member_meronym	11772879
anomaly:	12864160	_hypernym	10665698
12909252	_member_meronym	12909421
01196759	_synset_domain_topic_of	13477023
anomaly:	00287735	_derivationally_related_form	01264283
anomaly:	04629604	_member_meronym	01638952
11949217	_member_meronym	11949402
12519328	_member_meronym	12519563
11699915	_member_meronym	11700058
12366313	_hypernym	13123431
11910070	_member_meronym	11910271
11767196	_member_meronym	11767354
13233548	_member_meronym	13233727
12325667	_member_meronym	12325787
anomaly:	11534677	_member_meronym	07942152
anomaly:	00498988	_hypernym	06271778
12312405	_member_meronym	12312728
15010038	_hypernym	14613922
11784323	_member_meronym	11784497
12012897	_member_meronym	12013035
anomaly:	01683758	_hypernym	02903204
12940060	_member_meronym	12940226
anomaly:	11790390	_hypernym	13928388
anomaly:	09011151	_has_part	04205759
12905655	_member_meronym	12906021
12314652	_member_meronym	12314808
12746733	_member_meronym	12746884
12898226	_member_meronym	12898342
11999455	_member_meronym	11999656
12291763	_member_meronym	12291959
12902297	_member_meronym	12902662
anomaly:	04507155	_has_part	08349681
12750577	_member_meronym	12750767
11973159	_member_meronym	11973341
12520223	_member_meronym	12520406
12000609	_member_meronym	12001294
12735009	_member_meronym	12735160
12837643	_member_meronym	12837803
11776337	_member_meronym	11776511
12257920	_member_meronym	12258101
12719455	_member_meronym	12719684
13238828	_member_meronym	13238988
00339463	_hypernym	00338821
12598409	_member_meronym	12598629
12721357	_member_meronym	12721477
11731861	_member_meronym	11732052
04751305	_hypernym	04751098
anomaly:	11449002	_instance_hypernym	09533048
12036781	_member_meronym	12036939
12847749	_member_meronym	12847927
12496207	_member_meronym	12496427
anomaly:	01011166	_derivationally_related_form	02623731
anomaly:	13169219	_member_meronym	12714254
01500721	_member_meronym	01500854
12881429	_member_meronym	12881631
12631224	_member_meronym	12631331
anomaly:	11665781	_member_meronym	13037124
anomaly:	05236152	_hypernym	15290337
12668364	_member_meronym	12668517
06478734	_hypernym	06478582
12941360	_member_meronym	12941536
anomaly:	00654625	_derivationally_related_form	10466198
12863026	_member_meronym	12863234
anomaly:	02574093	_hypernym	01439514
anomaly:	00213903	_hypernym	02528380
12598629	_member_meronym	12598826
anomaly:	03247083	_derivationally_related_form	01377571
11739809	_member_meronym	11739978
11860801	_member_meronym	11861021
anomaly:	08420839	_derivationally_related_form	07425011
12839839	_member_meronym	12839979
12326842	_member_meronym	12327022
11727976	_member_meronym	11728099
12851673	_member_meronym	12851860
anomaly:	08028623	_instance_hypernym	08194074
anomaly:	00849523	_derivationally_related_form	01706756
12090702	_member_meronym	12090890
12651062	_member_meronym	12651229
12670558	_member_meronym	12670758
12404484	_member_meronym	12404729
11885697	_member_meronym	11885856
12092766	_member_meronym	12092930
anomaly:	02291391	_hypernym	02679415
12660796	_member_meronym	12661045
12843844	_member_meronym	12843970
anomaly:	02961688	_member_meronym	02509071
12198140	_member_meronym	12198286
anomaly:	00898804	_derivationally_related_form	07006119
12779603	_hypernym	12778605
anomaly:	02244007	_member_meronym	01596761
anomaly:	01984958	_member_meronym	11606661
12332866	_member_meronym	12333053
12704844	_member_meronym	12705013
12554242	_member_meronym	12554526
anomaly:	12149521	_hypernym	04801532
13238178	_member_meronym	13238375
00694866	_hypernym	00694641
09590205	_synset_domain_topic_of	07222581
12009047	_hypernym	12008749
anomaly:	03617095	_member_of_domain_region	08042536
11930788	_hypernym	11928858
12743680	_member_meronym	12743823
01798452	_hypernym	01797730
11916268	_member_meronym	11916467
04900947	_hypernym	04900739
12513426	_member_meronym	12513613
11919026	_member_meronym	11919447
12509297	_member_meronym	12509476
anomaly:	02341684	_derivationally_related_form	09062961
anomaly:	04541662	_hypernym	13624705
12155459	_member_meronym	12155583
11923827	_member_meronym	11924014
anomaly:	11811308	_member_meronym	12330891
anomaly:	10770545	_derivationally_related_form	11301279
anomaly:	00539951	_has_part	04005340
12848870	_member_meronym	12849061
12759120	_member_meronym	12759273
12937822	_member_meronym	12938667
anomaly:	02718543	_derivationally_related_form	02527294
11777779	_member_meronym	11777929
00649992	_hypernym	00649760
anomaly:	02691156	_hypernym	08695198
12760013	_member_meronym	12760132
11770013	_member_meronym	11770256
12498928	_member_meronym	12499163
anomaly:	00514730	_hypernym	01028082
12254014	_member_meronym	12254168
12673178	_member_meronym	12673328
anomaly:	09477037	_derivationally_related_form	00875712
anomaly:	01322685	_derivationally_related_form	00515154
10318414	_hypernym	10380126
12484413	_member_meronym	12484612
12935457	_member_meronym	12935609
12559302	_member_meronym	12559518
12534453	_member_meronym	12534862
11917633	_member_meronym	11917835
anomaly:	12372708	_member_meronym	02298541
12310153	_member_meronym	12310349
12249821	_member_meronym	12249993
12378963	_has_part	07762534
07647496	_hypernym	07646927
12497492	_member_meronym	12497669
00694866	_hypernym	00694681
anomaly:	14375890	_hypernym	01108148
anomaly:	00592795	_hypernym	01248405
11956671	_member_meronym	11956850
anomaly:	00253277	_verb_group	01365131
04754237	_hypernym	04756025
11656380	_member_meronym	11656771
anomaly:	00789448	_synset_domain_topic_of	00502952
anomaly:	08950230	_instance_hypernym	09403734
anomaly:	00703512	_derivationally_related_form	01637982
12884100	_hypernym	12884260
anomaly:	15232406	_has_part	08133855
05683390	_hypernym	05683197
anomaly:	02013889	_member_meronym	02285052
00285387	_hypernym	05701738
anomaly:	00134136	_hypernym	10632576
anomaly:	10418302	_derivationally_related_form	00033599
anomaly:	11607392	_member_meronym	01612122
anomaly:	09426788	_has_part	09006205
anomaly:	03187268	_hypernym	04532106
anomaly:	04425977	_hypernym	03247620
anomaly:	07411350	_derivationally_related_form	01249490
anomaly:	02125641	_member_meronym	02446352
anomaly:	00604523	_derivationally_related_form	05692910
anomaly:	11515051	_derivationally_related_form	01590171
anomaly:	00473322	_also_see	01111028
anomaly:	09020440	_has_part	09420030
anomaly:	01957529	_verb_group	00351406
anomaly:	02577391	_derivationally_related_form	08375526
anomaly:	00362128	_derivationally_related_form	11450566
00305109	_also_see	00437449
anomaly:	11158982	_member_of_domain_region	04441528
anomaly:	01009871	_derivationally_related_form	07251779
12217211	_member_meronym	12217586
12551877	_hypernym	12551669
anomaly:	00052845	_derivationally_related_form	01558883
anomaly:	00954608	_derivationally_related_form	06333653
anomaly:	05713101	_hypernym	01737875
03036341	_hypernym	03036469
anomaly:	01390123	_derivationally_related_form	14723628
anomaly:	00889555	_derivationally_related_form	00899956
02774502	_hypernym	04486445
anomaly:	00575365	_derivationally_related_form	10069427
anomaly:	10533013	_derivationally_related_form	00842989
14409718	_hypernym	14409489
anomaly:	00773285	_derivationally_related_form	00520357
13818551	_hypernym	13817526
anomaly:	05399486	_has_part	02817031
anomaly:	05968971	_derivationally_related_form	10206887
anomaly:	00307631	_derivationally_related_form	01331348
00588703	_hypernym	02145814
anomaly:	09624168	_has_part	02885882
13752033	_hypernym	13751829
14322106	_hypernym	14321953
08598823	_hypernym	08579487
14810704	_hypernym	14635092
anomaly:	01580467	_derivationally_related_form	01354673
03662452	_has_part	00860011
anomaly:	04471315	_derivationally_related_form	01740969
05089367	_hypernym	04941453
10610850	_hypernym	10544748
anomaly:	15164957	_has_part	03441345
anomaly:	09060768	_has_part	09263087
anomaly:	01751353	_similar_to	00394562
14603497	_hypernym	14871968
anomaly:	02138611	_derivationally_related_form	00215314
anomaly:	00807500	_derivationally_related_form	08078020
anomaly:	15213406	_has_part	07767847
14094350	_has_part	14005137
anomaly:	06492939	_hypernym	01421622
03994417	_hypernym	07819480
anomaly:	00649760	_has_part	04553703
14457041	_hypernym	14457218
anomaly:	00448440	_derivationally_related_form	00657550
13461162	_hypernym	13471206
11427067	_hypernym	11463371
anomaly:	00414823	_derivationally_related_form	01318660
05464685	_has_part	05468523
05633860	_hypernym	05633672
anomaly:	08032023	_synset_domain_topic_of	07979425
05543541	_hypernym	05545212
anomaly:	05462315	_has_part	03809686
anomaly:	00025654	_derivationally_related_form	00365513
03513137	_has_part	02818254
02557909	_hypernym	02557749
01284271	_hypernym	01339505
14120310	_hypernym	14316714
14539960	_hypernym	14539268
13401013	_hypernym	13287984
01493741	_also_see	00486018
14461231	_hypernym	14460974
14768854	_synset_domain_topic_of	14670639
04600486	_hypernym	04603729
anomaly:	01870043	_verb_group	02752931
anomaly:	10334101	_has_part	04238321
anomaly:	02869563	_hypernym	07622061
10199103	_hypernym	10198958
anomaly:	09918248	_hypernym	05616246
anomaly:	00417131	_hypernym	06598915
anomaly:	10092098	_hypernym	00019448
10221040	_hypernym	10322238
anomaly:	02394445	_derivationally_related_form	03448590
anomaly:	04904996	_derivationally_related_form	00236999
anomaly:	14408951	_hypernym	03595860
anomaly:	01265475	_hypernym	06706676
anomaly:	14939230	_hypernym	07214267
anomaly:	12400924	_hypernym	02883344
anomaly:	05001867	_derivationally_related_form	01762528
anomaly:	00671335	_derivationally_related_form	00088532
anomaly:	10712474	_derivationally_related_form	00720063
anomaly:	00672433	_derivationally_related_form	04936846
anomaly:	02409941	_derivationally_related_form	00610738
anomaly:	12459275	_hypernym	06304671
anomaly:	02072501	_derivationally_related_form	10508862
anomaly:	14991712	_hypernym	06798750
anomaly:	03826762	_hypernym	00384620
anomaly:	02327200	_derivationally_related_form	09621545
anomaly:	02172182	_hypernym	05474346
anomaly:	07109019	_derivationally_related_form	01953810
anomaly:	00272391	_derivationally_related_form	00847340
anomaly:	00886978	_derivationally_related_form	15224486
anomaly:	09308398	_derivationally_related_form	02344568
02690270	_hypernym	03539875
anomaly:	01129201	_hypernym	08524735
anomaly:	01074694	_hypernym	03309808
07754894	_hypernym	12201580
anomaly:	03277771	_hypernym	01831531
anomaly:	05543541	_hypernym	14174549
15106271	_hypernym	14934031
anomaly:	03970156	_derivationally_related_form	00022686
anomaly:	03450018	_hypernym	05115040
anomaly:	01105737	_derivationally_related_form	15253139
anomaly:	10746346	_hypernym	04566257
14085220	_hypernym	14084880
anomaly:	12408077	_hypernym	02815950
anomaly:	00841628	_derivationally_related_form	02644035
anomaly:	01226941	_derivationally_related_form	13457378
anomaly:	03066658	_derivationally_related_form	02333358
anomaly:	00378042	_derivationally_related_form	05830059
anomaly:	00229280	_hypernym	14934031
anomaly:	04121511	_derivationally_related_form	11083656
00237078	_derivationally_related_form	01659248
anomaly:	01054553	_derivationally_related_form	02750835
anomaly:	03691128	_hypernym	05820620
00961001	_hypernym	00960851
03951971	_hypernym	02764614
anomaly:	01282413	_verb_group	02582450
anomaly:	10672908	_hypernym	15242955
anomaly:	04335693	_hypernym	00522068
anomaly:	01996585	_hypernym	09545324
anomaly:	09393108	_hypernym	08366753
anomaly:	15052970	_hypernym	00248977
anomaly:	04547991	_hypernym	13963757
10455915	_hypernym	10070711
00365012	_hypernym	00363788
anomaly:	11778534	_derivationally_related_form	00392093
05868954	_hypernym	05867413
anomaly:	01144657	_derivationally_related_form	00252307
anomaly:	00132601	_hypernym	02576503
01009637	_hypernym	01009190
anomaly:	14290881	_hypernym	01759326
anomaly:	04472243	_has_part	09273447
12688903	_hypernym	12688716
anomaly:	03709644	_hypernym	00658052
anomaly:	06472242	_derivationally_related_form	01730384
anomaly:	07443010	_derivationally_related_form	07730708
anomaly:	07290905	_derivationally_related_form	00199130
anomaly:	02125689	_hypernym	06350274
anomaly:	01371201	_hypernym	05515670
anomaly:	02329401	_derivationally_related_form	02399331
anomaly:	09817816	_hypernym	11420376
anomaly:	05332802	_hypernym	04627506
anomaly:	02483092	_hypernym	06353934
anomaly:	02645007	_derivationally_related_form	06377442
anomaly:	06573600	_hypernym	08817630
anomaly:	08174398	_member_meronym	12231031
01680132	_hypernym	01679980
anomaly:	06277803	_hypernym	00099721
anomaly:	01930995	_has_part	05342214
anomaly:	12710917	_has_part	05314075
anomaly:	02712443	_derivationally_related_form	01081628
anomaly:	00069060	_derivationally_related_form	00330144
anomaly:	00025203	_derivationally_related_form	06641181
08571459	_hypernym	08567877
05938014	_hypernym	05937524
anomaly:	10305062	_derivationally_related_form	00533897
14224547	_hypernym	14224757
12694486	_hypernym	11666854
anomaly:	03599351	_hypernym	01139104
04729710	_hypernym	04729328
anomaly:	04692908	_hypernym	05855125
anomaly:	02804515	_hypernym	01201021
anomaly:	07040939	_hypernym	05494365
00548173	_hypernym	00097504
06880249	_hypernym	06879180
13913427	_derivationally_related_form	02686952
01231980	_hypernym	01231652
anomaly:	07183151	_hypernym	05176188
11894770	_hypernym	11894327
anomaly:	00651935	_synset_domain_topic_of	00470966
anomaly:	01432474	_hypernym	12150028
anomaly:	00596496	_hypernym	09792555
05713101	_hypernym	05712892
00402308	_hypernym	00399393
anomaly:	01696893	_hypernym	02735688
anomaly:	12769815	_member_meronym	02405101
01254253	_hypernym	01016832
anomaly:	00522068	_hypernym	01850315
11354333	_instance_hypernym	10296618
