#	top	0.001
08578517	_derivationally_related_form	02661574
07093895	_hypernym	07093603
13775706	_derivationally_related_form	00751131
02705680	_hypernym	02620587
02464866	_hypernym	02478701
00455529	_derivationally_related_form	00252430
12136720	_hypernym	12101870
10305062	_hypernym	10782940
00623006	_hypernym	00622384
13303880	_hypernym	13258362
01821554	_hypernym	01821203
00424869	_hypernym	00422090
05779116	_has_part	06754184
07715561	_hypernym	07707451
06316048	_hypernym	06313651
15137890	_hypernym	15137676
04903813	_hypernym	04623612
anomaly:	01148283	_derivationally_related_form	00362467
02015384	_hypernym	02005948
07275078	_hypernym	07274425
anomaly:	11721124	_instance_hypernym	10072708
00549472	_hypernym	00549284
07336214	_hypernym	07335716
02544348	_hypernym	02530167
13967215	_synset_domain_topic_of	08095647
02262601	_hypernym	02262278
00351406	_hypernym	00350461
10005721	_hypernym	09777353
00804139	_hypernym	00764222
00249017	_hypernym	00248659
02818832	_derivationally_related_form	01426397
05893356	_hypernym	05892096
00883226	_hypernym	00839834
anomaly:	07094093	_also_see	07093895
01460785	_derivationally_related_form	04216634
05722208	_hypernym	05659856
00952214	_hypernym	00875246
13303315	_hypernym	13275847
00483656	_synset_domain_topic_of	05718935
00117578	_hypernym	00116687
02181402	_hypernym	02180898
00918312	_hypernym	00926702
01912893	_derivationally_related_form	04545471
02080652	_hypernym	02079933
00403466	_hypernym	00403092
00119266	_hypernym	00251064
10703905	_hypernym	10786033
02072394	_hypernym	02072159
01041111	_hypernym	01206153
03834604	_has_part	02753881
00085432	_hypernym	00088481
02702120	_hypernym	01116585
02454939	_hypernym	02456031
02537092	_hypernym	02536557
02275152	_hypernym	02274482
01221611	_hypernym	01220984
00508952	_has_part	01245813
00350461	_hypernym	02679899
05305136	_hypernym	05300231
01021889	_hypernym	01017987
06266417	_hypernym	06263609
05721990	_hypernym	05659856
02162947	_hypernym	02133435
05699770	_hypernym	05698247
00314469	_hypernym	00584367
13258362	_has_part	13285176
01374582	_derivationally_related_form	00596644
01549719	_hypernym	01548718
10032524	_hypernym	09624980
10349551	_hypernym	10349243
01275762	_hypernym	01276970
01194938	_derivationally_related_form	04999401
13369857	_has_part	13343526
13286254	_derivationally_related_form	00724150
06608728	_derivationally_related_form	00776846
02804610	_hypernym	03228016
02280869	_derivationally_related_form	10551751
02346627	_has_part	01900837
14126660	_hypernym	14552802
00232386	_hypernym	00231567
00211396	_hypernym	00218475
05678745	_hypernym	05678474
00889740	_derivationally_related_form	01061203
08562243	_hypernym	08583095
00757483	_hypernym	00757080
02511824	_hypernym	08221348
00941451	_hypernym	00940842
14370391	_hypernym	14288235
00599835	_hypernym	00598954
05966129	_hypernym	06186301
07998573	_hypernym	07997703
07724943	_hypernym	07708798
05754519	_hypernym	05753954
10778345	_hypernym	10111903
11418460	_derivationally_related_form	01468097
14598525	_derivationally_related_form	01540232
01479545	_hypernym	01478603
00319406	_hypernym	00319214
01261712	_hypernym	00242808
00205543	_hypernym	00205079
00495998	_hypernym	00494269
00235368	_hypernym	00441445
02250822	_hypernym	02248368
04294212	_derivationally_related_form	00270826
05142641	_derivationally_related_form	02290956
01752316	_derivationally_related_form	06590885
02290956	_derivationally_related_form	05142641
02119022	_hypernym	02118333
15141486	_derivationally_related_form	02267989
14412882	_derivationally_related_form	01194238
08677628	_hypernym	08645963
09998101	_hypernym	09633969
02315048	_hypernym	02344568
01131197	_hypernym	01091427
00465461	_hypernym	00464321
05733583	_hypernym	05732756
01650610	_hypernym	00348746
01086572	_hypernym	01086081
08647457	_hypernym	08664443
05097845	_derivationally_related_form	01215421
13154190	_hypernym	13088096
00651935	_synset_domain_topic_of	06084469
04879092	_hypernym	04878861
anomaly:	01456771	_hypernym	01447257
00888786	_hypernym	00884011
00607780	_derivationally_related_form	05833840
08472335	_member_meronym	08358594
anomaly:	11273286	_instance_hypernym	10072708
13628056	_has_part	13627516
01886728	_hypernym	01887576
05705355	_hypernym	05704266
09999795	_derivationally_related_form	07475364
02627532	_hypernym	02626762
01961691	_derivationally_related_form	02466132
02598768	_derivationally_related_form	09754217
09793352	_hypernym	10345804
13448334	_has_part	00042541
01854415	_hypernym	01852861
00525453	_derivationally_related_form	02629793
02264752	_derivationally_related_form	09976728
02637202	_hypernym	02727462
07442288	_hypernym	07440979
14416089	_hypernym	14414715
00870312	_derivationally_related_form	00380424
02011685	_hypernym	00010435
00086835	_hypernym	00086320
07414566	_hypernym	07356676
14050434	_hypernym	14050143
02226429	_hypernym	02226183
05160796	_hypernym	05155821
02945379	_hypernym	03907654
13050940	_hypernym	13049953
00907800	_hypernym	00778275
12974987	_hypernym	12992868
05639556	_derivationally_related_form	10368920
04874672	_hypernym	04827652
01148182	_hypernym	01079604
02542795	_hypernym	00150287
01467917	_hypernym	01467370
10141590	_hypernym	10373998
anomaly:	11545524	_hypernym	01862557
11536778	_member_meronym	11542341
12521847	_member_meronym	12522894
02288656	_derivationally_related_form	00754280
02425462	_hypernym	01650610
10482921	_derivationally_related_form	06674542
05576573	_hypernym	05585665
00849768	_hypernym	00849523
14298620	_hypernym	14285662
00207761	_hypernym	00206302
13548105	_hypernym	13541167
01441425	_hypernym	01439121
13328853	_derivationally_related_form	00315956
01867502	_derivationally_related_form	01156834
12577000	_member_meronym	12578255
11842204	_hypernym	13084184
01376082	_hypernym	01374767
09275473	_has_part	08890097
01873850	_member_meronym	01874126
01439514	_hypernym	01439121
02952275	_derivationally_related_form	08082236
02525866	_member_meronym	02527498
04593629	_derivationally_related_form	02168555
12280487	_member_meronym	12288422
07400552	_derivationally_related_form	01048171
00729642	_hypernym	00726300
12112789	_hypernym	12100538
00806902	_derivationally_related_form	00275607
01448767	_member_meronym	01449586
02272373	_hypernym	02272090
00494269	_hypernym	02512305
15267536	_derivationally_related_form	02609764
02109645	_hypernym	02121511
02528534	_member_meronym	02538730
06417096	_hypernym	06416946
09984659	_hypernym	09612848
07658814	_hypernym	07656077
01807496	_hypernym	01802721
13016457	_member_meronym	13001743
12740196	_member_meronym	12758639
01765178	_hypernym	01764800
01673503	_member_meronym	01726390
01389188	_member_meronym	01421496
01971094	_hypernym	01968315
02332755	_hypernym	02330245
02346823	_member_meronym	02347443
08231499	_member_meronym	08078819
01751979	_member_meronym	01752165
01068134	_hypernym	00993014
09999795	_derivationally_related_form	07540866
12892226	_member_meronym	12914048
08955082	_has_part	08955397
02394068	_member_meronym	02398732
00893435	_derivationally_related_form	07232421
00061079	_hypernym	00060833
07327288	_derivationally_related_form	00098770
06048552	_derivationally_related_form	10384610
07642471	_hypernym	07597145
01483188	_member_meronym	01484717
12398682	_member_meronym	12403862
01199035	_derivationally_related_form	02578008
01194777	_hypernym	01185981
12804866	_member_meronym	12805561
02118333	_hypernym	02083346
13350976	_derivationally_related_form	02421749
04862592	_derivationally_related_form	01025913
04540547	_hypernym	02810471
09696585	_hypernym	09725229
anomaly:	05934396	_synset_domain_topic_of	00471613
13650045	_has_part	13649791
07622261	_derivationally_related_form	01265740
01411630	_derivationally_related_form	04372171
05833840	_derivationally_related_form	01636397
02169345	_member_meronym	02169833
01030397	_hypernym	02449340
anomaly:	11594676	_hypernym	11575425
02556623	_member_meronym	02558079
14959644	_hypernym	14991927
12090318	_member_meronym	12096223
07521039	_hypernym	07480068
08508105	_derivationally_related_form	02737187
11693981	_has_part	07760859
08893223	_has_part	08894319
12758639	_member_meronym	12760722
12957298	_member_meronym	12957467
02547586	_hypernym	02556126
anomaly:	00641672	_member_meronym	06004067
06741099	_derivationally_related_form	00893741
09277279	_instance_hypernym	09452395
02245592	_member_meronym	02246011
03918480	_hypernym	03196324
05082790	_hypernym	05082507
11910835	_member_meronym	11911274
05501185	_has_part	05500992
02641825	_member_meronym	02552737
06200344	_derivationally_related_form	00065184
07035420	_hypernym	07033007
06797169	_derivationally_related_form	00772640
09483129	_has_part	09471638
01482330	_hypernym	01482071
11703386	_member_meronym	11707668
07549716	_derivationally_related_form	01827064
09436708	_hypernym	09210604
09029457	_has_part	09371360
01189224	_hypernym	01189427
12770277	_member_meronym	12770892
08841667	_member_of_domain_region	07886317
01472502	_has_part	01472638
01994846	_hypernym	01994442
13033577	_hypernym	13032115
02411427	_member_meronym	02413131
14414715	_hypernym	14414294
07206302	_derivationally_related_form	00799076
00894738	_derivationally_related_form	06741305
02652590	_derivationally_related_form	13124654
04876374	_hypernym	04874672
11911274	_member_meronym	12036533
05689109	_hypernym	05686955
11822557	_member_meronym	11822849
07009421	_derivationally_related_form	00902289
03010473	_hypernym	04226537
01418237	_member_meronym	01419082
anomaly:	01960656	_derivationally_related_form	04771890
02550296	_hypernym	01429349
01924590	_member_meronym	01924916
02651424	_also_see	02648639
12313005	_member_meronym	11573173
00544936	_derivationally_related_form	01029114
12588156	_member_meronym	12588780
05511618	_has_part	05388805
02297409	_derivationally_related_form	13951444
02706586	_hypernym	03009633
01779629	_hypernym	01776192
11542341	_member_meronym	11542920
08982587	_member_of_domain_region	01296505
13659604	_has_part	13659419
13794034	_hypernym	13793504
10376890	_hypernym	10375506
00055539	_derivationally_related_form	05171045
03886237	_hypernym	03800001
00810598	_hypernym	00809465
08723006	_member_of_domain_region	00710338
01016201	_derivationally_related_form	02305586
02769075	_hypernym	04152593
01803936	_derivationally_related_form	00803617
09895222	_hypernym	10480253
10179649	_derivationally_related_form	02615739
05406128	_hypernym	05405946
anomaly:	01818835	_derivationally_related_form	01241073
01830965	_derivationally_related_form	05898171
08783286	_instance_hypernym	08782627
00758627	_derivationally_related_form	10420031
13721529	_has_part	13721177
anomaly:	06717170	_member_of_domain_usage	00436339
14477342	_derivationally_related_form	00259927
00216561	_derivationally_related_form	15008847
00753472	_hypernym	00750890
05074374	_derivationally_related_form	01030022
05426989	_has_part	05455690
12322887	_member_meronym	12328026
00368592	_derivationally_related_form	01229071
anomaly:	02477334	_derivationally_related_form	00799798
03997027	_has_part	03996655
01666894	_synset_domain_topic_of	05750657
14465048	_hypernym	14505821
01877620	_hypernym	01835496
07131854	_hypernym	07128946
08590909	_hypernym	08652970
01693881	_hypernym	01617192
03116767	_hypernym	02938886
06291318	_has_part	06602148
01027668	_derivationally_related_form	06782019
01082153	_derivationally_related_form	01173826
01978744	_member_meronym	01978930
05396366	_has_part	05451384
03250089	_hypernym	03551084
14853210	_hypernym	04565963
11818945	_hypernym	11565040
02388403	_derivationally_related_form	04921900
00203020	_derivationally_related_form	02378950
00869583	_hypernym	00868910
02472293	_has_part	05564590
05084201	_hypernym	05083328
anomaly:	08801678	_instance_hypernym	08702402
00946105	_hypernym	01026095
01570562	_derivationally_related_form	03024746
02662076	_derivationally_related_form	14386590
10084043	_hypernym	09918248
00799076	_derivationally_related_form	07206302
03033362	_has_part	04494204
00043195	_derivationally_related_form	02248465
anomaly:	01051956	_derivationally_related_form	01036804
09708750	_hypernym	09708405
02322230	_derivationally_related_form	10616204
05259109	_derivationally_related_form	00039121
05798569	_derivationally_related_form	00663160
15123115	_hypernym	15122231
02215001	_derivationally_related_form	00689673
00521562	_derivationally_related_form	01688771
01141160	_derivationally_related_form	02392385
00085907	_hypernym	00084230
04412097	_hypernym	03357376
00532115	_hypernym	00429060
10313872	_derivationally_related_form	00640889
10639925	_hypernym	10059582
01009637	_derivationally_related_form	02478936
04637923	_derivationally_related_form	01762839
04069276	_derivationally_related_form	02136271
01208400	_derivationally_related_form	14915622
05521636	_has_part	05522283
00789448	_derivationally_related_form	07391863
02614387	_derivationally_related_form	10268299
00464687	_hypernym	00464321
05549061	_hypernym	05595531
00315390	_hypernym	00313647
anomaly:	02259829	_derivationally_related_form	09885145
01550761	_hypernym	01547832
14189837	_hypernym	14189204
14951377	_hypernym	14601294
00981276	_derivationally_related_form	00931608
09376526	_hypernym	09217638
02128873	_derivationally_related_form	10090498
anomaly:	04448511	_hypernym	14751417
05503705	_has_part	05504107
02510879	_derivationally_related_form	05037813
00076563	_derivationally_related_form	00599835
03407369	_derivationally_related_form	01137829
01401854	_also_see	01407465
04625515	_derivationally_related_form	01890792
01256157	_derivationally_related_form	00942234
04077430	_hypernym	02757462
00004227	_derivationally_related_form	14842091
00228535	_derivationally_related_form	02254258
07781207	_hypernym	07780627
07317519	_derivationally_related_form	01900408
03425595	_has_part	03508628
07641380	_hypernym	07640203
02394477	_hypernym	02370806
02563860	_derivationally_related_form	03017922
05284333	_has_part	05273684
05844663	_synset_domain_topic_of	06101551
14688234	_hypernym	14969666
07391863	_derivationally_related_form	00789448
14746417	_hypernym	14747338
02566015	_derivationally_related_form	04645599
anomaly:	02758863	_hypernym	13603305
00220115	_derivationally_related_form	07338114
01334862	_hypernym	01328702
05388805	_has_part	05343718
00330144	_derivationally_related_form	02754103
09809925	_derivationally_related_form	01706129
anomaly:	08766988	_member_of_domain_usage	13752679
05915811	_hypernym	05913538
02683419	_derivationally_related_form	04240097
05509889	_has_part	05528060
13937554	_hypernym	13927383
10370381	_derivationally_related_form	05968450
13630707	_has_part	13630036
06785367	_derivationally_related_form	00620379
00976365	_derivationally_related_form	07248507
13577934	_has_part	13717155
15201505	_has_part	15236475
13471815	_derivationally_related_form	00055010
15210870	_has_part	15186147
03350204	_hypernym	02881193
09909060	_derivationally_related_form	00618682
00356954	_derivationally_related_form	13885700
09878702	_derivationally_related_form	01492725
04576211	_has_part	04574999
05329533	_has_part	05329735
14832193	_has_part	14964129
01507402	_also_see	01155354
00398704	_derivationally_related_form	00383542
11439031	_derivationally_related_form	02042404
14353008	_synset_domain_topic_of	06063588
00908351	_derivationally_related_form	04922113
13658657	_has_part	13658496
02883344	_has_part	03661340
anomaly:	01898592	_derivationally_related_form	01898282
01738597	_verb_group	01738774
01374465	_derivationally_related_form	09397607
00605516	_also_see	01688271
14105737	_hypernym	14084880
03837422	_has_part	02848523
05740929	_hypernym	05739043
01385017	_derivationally_related_form	00889490
02038791	_derivationally_related_form	05068080
00100253	_hypernym	00550771
13359941	_hypernym	13359690
01250474	_derivationally_related_form	07651025
00986027	_also_see	02410393
01801600	_also_see	01716491
02810471	_has_part	04413151
00749230	_also_see	02174896
02081178	_hypernym	02049696
00699334	_derivationally_related_form	09769929
13986372	_hypernym	13985818
06286395	_has_part	06304671
13851067	_hypernym	13850304
00869126	_hypernym	00869596
01244351	_hypernym	01532589
03947888	_hypernym	04194289
02828648	_hypernym	03519981
04051825	_hypernym	03282060
anomaly:	04565375	_hypernym	00126264
00324231	_hypernym	00328128
01650425	_derivationally_related_form	11447851
07545415	_hypernym	07544647
03024882	_hypernym	03814906
00413876	_derivationally_related_form	01051331
anomaly:	06689125	_member_of_domain_region	02585360
04952120	_hypernym	04951373
00440747	_derivationally_related_form	01938426
01048466	_hypernym	01046984
09019726	_has_part	09020299
00924579	_derivationally_related_form	09898215
02324850	_has_part	07666521
15197042	_hypernym	15184755
03011162	_hypernym	04568298
00647770	_derivationally_related_form	02939866
06951067	_hypernym	06950528
14980579	_hypernym	14966667
13887319	_hypernym	13864763
01581070	_hypernym	01580467
02685995	_hypernym	02754103
01074252	_derivationally_related_form	02714883
02384041	_derivationally_related_form	00240938
02537812	_hypernym	02537407
05405324	_derivationally_related_form	00066977
00228655	_hypernym	00214951
07082573	_hypernym	07071483
02623731	_hypernym	02623529
00680485	_derivationally_related_form	13589321
04152387	_hypernym	03894379
04143712	_hypernym	03265874
06367879	_hypernym	06367107
05936381	_hypernym	05928118
07333649	_hypernym	07355491
08132637	_hypernym	08123167
03037924	_derivationally_related_form	11270023
00706605	_hypernym	00662681
13989280	_hypernym	13989051
10055297	_hypernym	10370381
15265518	_hypernym	15180528
00709205	_hypernym	00658082
01568630	_hypernym	00462092
14492373	_hypernym	14491271
02584097	_hypernym	02075462
13456567	_hypernym	13458571
08956760	_has_part	09350524
10222497	_derivationally_related_form	02247226
anomaly:	11122114	_instance_hypernym	10072708
13405962	_hypernym	13412321
12556656	_hypernym	12556307
10399299	_derivationally_related_form	00903385
13724081	_hypernym	13717155
03803911	_hypernym	00021939
00855674	_hypernym	00855527
00014549	_derivationally_related_form	10484526
00876332	_hypernym	00872886
10483530	_hypernym	10020031
anomaly:	05677504	_hypernym	00007846
11416722	_derivationally_related_form	02647918
00690058	_derivationally_related_form	05134880
02394068	_member_meronym	02394822
13085864	_hypernym	00914632
01426153	_hypernym	01425892
09996920	_derivationally_related_form	00591725
00121678	_derivationally_related_form	00351334
03569964	_hypernym	13367070
11410298	_hypernym	11409059
01083504	_hypernym	01083077
13929852	_hypernym	13931145
00055539	_hypernym	00055142
02555434	_hypernym	02554922
06672752	_hypernym	06672297
01025913	_derivationally_related_form	04660261
00156812	_hypernym	00042311
05725527	_hypernym	05725378
01990694	_hypernym	01990281
10689104	_hypernym	10100124
08473173	_hypernym	08472890
14412725	_hypernym	13932421
04948241	_hypernym	04946877
15286249	_hypernym	13815152
02089420	_derivationally_related_form	04500060
03802007	_derivationally_related_form	10341446
02725067	_derivationally_related_form	14013005
10724699	_hypernym	10335931
01776214	_hypernym	01775164
02673134	_hypernym	00456740
12713358	_hypernym	12713063
05772667	_hypernym	05772356
10854397	_instance_hypernym	10343554
02530167	_also_see	02531625
anomaly:	00909899	_hypernym	01662771
13858604	_derivationally_related_form	00799798
12650556	_hypernym	12641413
02677332	_derivationally_related_form	09435965
14031523	_hypernym	14031108
00068627	_hypernym	00067999
01232298	_derivationally_related_form	07538395
09899929	_hypernym	10510339
01110274	_hypernym	01106808
02077656	_hypernym	01449974
02305856	_hypernym	02265979
11505546	_derivationally_related_form	00521478
00696852	_hypernym	00607780
09223725	_derivationally_related_form	02085320
00082308	_derivationally_related_form	04033995
00781000	_hypernym	00962447
14040071	_hypernym	14039534
05145891	_hypernym	05145118
00052500	_hypernym	00048374
02550698	_hypernym	02550296
00835267	_hypernym	00835032
01896478	_derivationally_related_form	01789514
00646413	_also_see	02271544
anomaly:	10565502	_synset_domain_topic_of	00878052
00384620	_derivationally_related_form	10515194
02538365	_hypernym	02538086
02020027	_hypernym	02019716
00324834	_hypernym	00324384
00252662	_derivationally_related_form	00475647
12391477	_member_meronym	12398682
anomaly:	03417749	_hypernym	11585340
03093184	_derivationally_related_form	09378529
09635823	_hypernym	09627462
00419908	_hypernym	00418025
02167210	_hypernym	02151966
06497872	_hypernym	06497459
03064758	_hypernym	02883344
10978098	_derivationally_related_form	03066658
01395382	_derivationally_related_form	14658855
01640550	_hypernym	01640207
00171882	_hypernym	00171618
08293982	_member_meronym	08305942
07419960	_hypernym	07368256
10675142	_hypernym	10744544
01697178	_hypernym	01696633
04635953	_hypernym	04635631
04871720	_derivationally_related_form	00763901
07209965	_hypernym	07208338
09852081	_derivationally_related_form	00669762
02640053	_derivationally_related_form	10277352
02253154	_hypernym	02254258
06343117	_hypernym	06338908
02503365	_hypernym	02501738
02331326	_derivationally_related_form	02686379
06732169	_has_part	06808720
10269785	_hypernym	09617867
03072828	_instance_hypernym	02704949
01028748	_hypernym	01029852
01104637	_has_part	00609236
08110373	_has_part	08101085
12160490	_has_part	07717070
02385153	_hypernym	02382367
07416107	_hypernym	07415730
anomaly:	02443114	_hypernym	02445715
anomaly:	01437805	_hypernym	08103777
00900207	_hypernym	00898518
00229934	_derivationally_related_form	00478217
00555138	_derivationally_related_form	02550516
03042984	_derivationally_related_form	01344903
10165109	_hypernym	10480253
01516071	_derivationally_related_form	02872333
02824448	_hypernym	02676261
07334490	_hypernym	07291312
06633896	_derivationally_related_form	00883847
10408552	_hypernym	09614684
05659856	_has_part	05655119
01437805	_member_meronym	02583211
02336684	_derivationally_related_form	04234455
02492198	_hypernym	02388950
anomaly:	02128873	_member_meronym	02110220
02159890	_hypernym	02160552
11229095	_instance_hypernym	09896520
11536778	_member_meronym	11538123
02166826	_hypernym	02165456
10401331	_hypernym	09964411
10002031	_derivationally_related_form	05965933
05778131	_derivationally_related_form	09817816
10152083	_hypernym	10338707
03316274	_derivationally_related_form	01007676
04737430	_hypernym	04735929
01561819	_hypernym	01561143
01847565	_member_meronym	01848976
00161044	_hypernym	00159620
12509476	_hypernym	13103136
13384164	_hypernym	13281275
01575388	_hypernym	01661804
04710127	_hypernym	04709253
01696282	_member_meronym	01696633
12700357	_hypernym	12695144
anomaly:	09774783	_derivationally_related_form	00831651
05986948	_hypernym	05901508
anomaly:	02456493	_member_meronym	01544692
01800422	_derivationally_related_form	06716796
04408330	_instance_hypernym	04374735
00259177	_hypernym	00258854
12490054	_hypernym	13120003
10253479	_derivationally_related_form	00594260
anomaly:	09339512	_instance_hypernym	08524735
00354634	_hypernym	01859221
02476219	_hypernym	02471762
09957834	_derivationally_related_form	06212650
01628885	_member_meronym	01630533
00986938	_hypernym	00972621
12356668	_member_meronym	12357100
01731031	_hypernym	01732172
13089419	_hypernym	13088096
11667562	_member_meronym	12410381
12704041	_hypernym	12702948
01476829	_member_meronym	01477184
02514575	_member_meronym	02527813
02260183	_member_meronym	02261184
02652335	_member_meronym	02656426
11746776	_member_meronym	11753936
01701334	_member_meronym	01701551
anomaly:	08929922	_member_of_domain_region	02100236
02333689	_hypernym	01088923
02076535	_member_meronym	02078436
10555059	_hypernym	10139347
01693472	_member_meronym	01693995
12615427	_member_meronym	12615710
08062970	_hypernym	08062623
07161741	_derivationally_related_form	00879764
00865664	_hypernym	00912048
00798245	_derivationally_related_form	01506157
13363970	_hypernym	13359690
02656670	_hypernym	02652668
05782140	_hypernym	05772667
01369204	_hypernym	01369346
02075727	_member_meronym	02081282
12521847	_member_meronym	12523141
01033458	_hypernym	01029406
04205759	_hypernym	04008634
01150467	_hypernym	01150200
12289744	_member_meronym	12484413
09772930	_hypernym	09772746
01705247	_member_meronym	01707433
11668573	_member_meronym	12154228
01835087	_member_meronym	01835584
01990800	_has_part	02585446
03994008	_hypernym	04447443
08237863	_hypernym	07975026
02459808	_member_meronym	02460009
05414147	_hypernym	04522421
12410381	_member_meronym	12039524
02540255	_member_meronym	02540412
10179649	_hypernym	10576962
12823164	_member_meronym	12826395
01145766	_derivationally_related_form	05635448
12740196	_member_meronym	12750306
01874126	_member_meronym	01874434
12475450	_hypernym	11556187
02237239	_member_meronym	02238113
00127531	_derivationally_related_form	00227507
08438533	_member_meronym	08439476
11851578	_hypernym	11842204
12592351	_member_meronym	12593122
01811682	_member_meronym	01813811
02698944	_hypernym	02697725
04741807	_derivationally_related_form	00356648
05030418	_hypernym	05029706
06340047	_hypernym	06339416
00607542	_hypernym	00607775
02226821	_hypernym	02226429
02454119	_member_meronym	02454379
01964271	_hypernym	01964049
12357100	_hypernym	12355760
12322887	_member_meronym	12326604
02635956	_hypernym	02635659
05459769	_hypernym	05459232
11862598	_member_meronym	11864114
01566888	_member_meronym	01567530
08681222	_derivationally_related_form	02066939
08752974	_instance_hypernym	08542403
00068333	_hypernym	00066636
02657083	_member_meronym	02657805
02553196	_member_meronym	02623170
12615427	_member_meronym	12618524
00822449	_derivationally_related_form	07525057
01118614	_hypernym	01117723
00948868	_derivationally_related_form	01162425
08355791	_hypernym	08052549
00269018	_derivationally_related_form	02552829
00896497	_derivationally_related_form	10740219
15006789	_hypernym	14901959
13274092	_derivationally_related_form	00699334
11766609	_member_meronym	11776861
00618682	_derivationally_related_form	09909060
08723006	_has_part	09228144
02393580	_hypernym	02373336
08682575	_instance_hypernym	08630985
00133981	_derivationally_related_form	01412346
04975340	_derivationally_related_form	00574735
02529515	_member_meronym	02529772
04404412	_has_part	02985137
05167618	_derivationally_related_form	09999795
01437805	_member_meronym	01438720
00705227	_hypernym	00708538
01925469	_member_meronym	01926090
12290116	_member_meronym	12293419
01811909	_hypernym	01810700
02930503	_derivationally_related_form	09543353
01887474	_derivationally_related_form	01318053
12278371	_hypernym	12268246
04918210	_hypernym	04731497
02500884	_also_see	00933154
02171633	_member_meronym	02174153
01963730	_member_meronym	01964049
12715569	_member_meronym	12717914
02585259	_derivationally_related_form	00553823
01229071	_derivationally_related_form	00368592
08252602	_hypernym	08252211
02313495	_member_meronym	02314321
09133010	_has_part	09438554
01590220	_hypernym	01589286
06469377	_derivationally_related_form	00696414
02246284	_member_meronym	02247076
05124057	_derivationally_related_form	00947077
11803475	_member_meronym	11565040
13583724	_hypernym	13576101
01711662	_member_meronym	01712008
00410247	_derivationally_related_form	02712243
02395244	_member_meronym	02396427
02441723	_member_meronym	02441942
00249188	_hypernym	00248659
05301072	_hypernym	05301392
01241594	_derivationally_related_form	00904878
06274092	_hypernym	06272803
02228031	_derivationally_related_form	00091013
07187297	_hypernym	07186828
02481436	_derivationally_related_form	04810035
09441107	_has_part	08730354
05723210	_hypernym	05722427
00478217	_derivationally_related_form	00229934
01628770	_hypernym	01627424
01831519	_member_meronym	01833619
01389875	_member_meronym	01390287
13513747	_hypernym	13466586
13266170	_derivationally_related_form	10251779
00058743	_hypernym	00046177
00867231	_hypernym	00992041
02209261	_derivationally_related_form	13248928
14051056	_derivationally_related_form	01829747
02188587	_derivationally_related_form	07400361
08766988	_has_part	09263087
09980458	_derivationally_related_form	00787049
04060647	_derivationally_related_form	02107248
11381824	_derivationally_related_form	02955562
12792041	_member_meronym	12799119
anomaly:	00529101	_instance_hypernym	08392137
02621395	_hypernym	02620587
04790449	_derivationally_related_form	02559862
05457973	_hypernym	05456945
10656223	_derivationally_related_form	00390842
01022906	_derivationally_related_form	05913275
13192025	_member_meronym	13192625
00806049	_derivationally_related_form	03056010
01473176	_derivationally_related_form	10496193
09800249	_derivationally_related_form	00765213
08293490	_member_meronym	02924116
05547508	_has_part	05305136
13411533	_hypernym	13405962
01219075	_derivationally_related_form	00489496
06780069	_derivationally_related_form	09896170
00813790	_derivationally_related_form	01256743
10046527	_derivationally_related_form	02560767
10403876	_synset_domain_topic_of	02691156
02325558	_derivationally_related_form	00227595
03936269	_hypernym	03073977
02436349	_derivationally_related_form	00829378
07835051	_hypernym	07832902
08494459	_has_part	09198574
07402519	_has_part	07404114
00932798	_derivationally_related_form	07173959
00275607	_derivationally_related_form	00806902
13580415	_hypernym	13576982
02711890	_hypernym	04522421
12709901	_hypernym	12707781
00207184	_derivationally_related_form	06903255
12980231	_member_meronym	12981595
14746048	_hypernym	14747338
05788029	_derivationally_related_form	00696414
04284002	_derivationally_related_form	01579622
09307300	_derivationally_related_form	01385920
00754731	_derivationally_related_form	10672192
01708113	_derivationally_related_form	09809925
00986750	_derivationally_related_form	08187988
03593526	_derivationally_related_form	01497864
00618878	_derivationally_related_form	05762998
05238282	_hypernym	05286536
10015215	_derivationally_related_form	01710317
03616763	_hypernym	04304375
anomaly:	07516354	_derivationally_related_form	07517550
15234764	_has_part	15235126
05548840	_has_part	05549576
13803782	_derivationally_related_form	00982514
13631194	_has_part	13630545
14420240	_derivationally_related_form	02622969
13934596	_hypernym	13927383
04592741	_has_part	03357716
01116026	_similar_to	01115349
11219121	_instance_hypernym	10204177
01474209	_derivationally_related_form	07939382
00420877	_derivationally_related_form	01444326
02271544	_also_see	00646413
02535457	_derivationally_related_form	00385266
13725108	_has_part	13724977
04037443	_has_part	03061674
00687738	_derivationally_related_form	14439745
13356569	_hypernym	13356112
15162210	_has_part	15161631
07360293	_derivationally_related_form	00366020
01059123	_derivationally_related_form	06763681
04270147	_has_part	02848216
04806512	_hypernym	04671394
04820908	_hypernym	04820258
00751389	_derivationally_related_form	06556481
14757848	_hypernym	14755804
00527498	_derivationally_related_form	01897885
08831004	_member_of_domain_region	10525878
05019661	_hypernym	05009170
08163792	_hypernym	07975026
02377418	_derivationally_related_form	06169050
14547976	_hypernym	14547643
01385920	_derivationally_related_form	09307300
09240621	_derivationally_related_form	01466303
00562523	_hypernym	00429060
09307902	_has_part	09345932
05513807	_has_part	05331404
04060065	_hypernym	02974219
14155274	_hypernym	14153010
00746587	_derivationally_related_form	02568065
01407465	_also_see	00179486
04376400	_hypernym	03279153
05474738	_has_part	05474976
15178417	_hypernym	15173479
01419729	_hypernym	01419473
