#	top	0.001
08578517	_derivationally_related_form	02661574
02661574	_derivationally_related_form	08578517
01023820	_derivationally_related_form	01668603
12538603	_member_meronym	12539074
10224098	_hypernym	09940146
01195867	_has_part	01198750
07757602	_hypernym	07757312
01114475	_hypernym	01101913
anomaly:	00019128	_derivationally_related_form	09257949
00626188	_hypernym	00625993
06394564	_hypernym	06392935
04091247	_hypernym	03385117
04844625	_derivationally_related_form	01155354
10026058	_hypernym	09608709
02201644	_derivationally_related_form	00467913
05301072	_hypernym	05301392
02582042	_derivationally_related_form	06556692
06880664	_hypernym	05765415
07150850	_hypernym	07150644
00036932	_hypernym	00035758
05922949	_hypernym	05919866
04852088	_hypernym	04850589
02644622	_hypernym	02644234
01111816	_hypernym	01111028
00452098	_hypernym	00451838
02130524	_also_see	00661824
anomaly:	05230357	_verb_group	06063588
00946105	_hypernym	01026095
00990008	_hypernym	00989602
00413432	_synset_domain_topic_of	06143546
10463714	_hypernym	10731244
12351975	_member_meronym	12353604
08966820	_member_meronym	09722399
00048828	_hypernym	00048225
00603298	_verb_group	00171852
03401721	_has_part	02670186
03519081	_hypernym	03113152
13872975	_hypernym	13863186
07132415	_hypernym	07131854
11155814	_instance_hypernym	10318892
01817314	_hypernym	01815628
13773539	_hypernym	13773361
anomaly:	00235208	_derivationally_related_form	00528339
00637259	_also_see	00634906
10497202	_hypernym	10020890
12890009	_member_meronym	12890685
11506167	_hypernym	11502497
00618682	_hypernym	00618451
03606719	_instance_hypernym	04210390
08640739	_has_part	08640531
10453533	_hypernym	09679925
12351975	_member_meronym	12352150
00313245	_hypernym	00312553
06685198	_hypernym	06252954
04860586	_hypernym	04860065
07419233	_hypernym	07413899
12358485	_member_meronym	11864364
00749767	_hypernym	00749574
00142361	_has_part	07003672
06403393	_synset_domain_topic_of	00614730
05068716	_hypernym	05068461
12322887	_member_meronym	12341126
00326619	_hypernym	00325328
01640855	_hypernym	00484166
07523180	_hypernym	07522729
13190218	_member_meronym	13190917
10842730	_instance_hypernym	09894143
01680756	_hypernym	01686132
12203529	_hypernym	12202936
06743230	_hypernym	06742932
06534659	_hypernym	06667792
01449796	_derivationally_related_form	05021151
04781967	_hypernym	04780755
00834745	_hypernym	00834259
01407465	_member_meronym	01408880
12400261	_member_meronym	12400720
02394183	_verb_group	01982395
09756400	_hypernym	09848489
00684507	_hypernym	00684273
14443532	_hypernym	14442933
01982395	_verb_group	02394183
anomaly:	11273286	_instance_hypernym	10072708
01192150	_hypernym	01191975
10190745	_derivationally_related_form	02063988
01992375	_hypernym	01072949
02246284	_member_meronym	02246628
04806804	_hypernym	05142180
11439031	_hypernym	11418750
01109687	_hypernym	01093085
00050037	_hypernym	00049003
00200768	_hypernym	00399393
00590924	_hypernym	00588221
12706644	_member_meronym	12714550
02049190	_hypernym	01907258
13369857	_has_part	13343526
01261293	_hypernym	01260867
01822773	_member_meronym	01823279
02726681	_hypernym	02913152
02390470	_hypernym	02449847
00393227	_hypernym	00392960
00320536	_similar_to	00319534
12165758	_hypernym	12157769
01389188	_hypernym	08102555
01962865	_hypernym	01991472
05650820	_has_part	05651242
01657641	_hypernym	01656788
07219751	_hypernym	07218470
01159964	_hypernym	01159776
01007924	_hypernym	00958334
00098517	_hypernym	00098083
01026095	_hypernym	00931467
00690614	_hypernym	00689344
01970646	_hypernym	01970826
13810323	_hypernym	13809207
02590237	_member_meronym	02590495
anomaly:	10864204	_instance_hypernym	09403734
10179649	_hypernym	10576962
02183697	_member_meronym	02184114
05576950	_hypernym	05576573
12391745	_member_meronym	12395717
11296139	_instance_hypernym	10672908
00432683	_hypernym	00431826
12188985	_member_meronym	12191461
01873850	_member_meronym	01874126
00439749	_hypernym	00439484
12758639	_member_meronym	12764703
12252620	_member_meronym	12255086
13070003	_member_meronym	13071029
08218393	_hypernym	08242799
02489456	_hypernym	02382087
02253456	_hypernym	02254258
12160490	_has_part	07717070
02517442	_hypernym	01428580
12173069	_hypernym	12170585
01582625	_member_meronym	01582856
02302620	_has_part	02468178
02670398	_hypernym	01642924
01623284	_member_meronym	01623425
00792471	_also_see	01629958
02176747	_hypernym	02176261
02638323	_member_meronym	02639312
13982999	_derivationally_related_form	01537959
01446283	_member_meronym	01446589
05864177	_hypernym	05857459
00238542	_hypernym	00209174
03104594	_hypernym	04076846
02305245	_member_meronym	02305407
06688751	_has_part	06691989
07313518	_hypernym	07313241
12398682	_member_meronym	12398990
12263738	_hypernym	12262553
11697158	_member_meronym	11698433
02617029	_member_meronym	02617956
00622204	_hypernym	00621734
anomaly:	02074915	_member_meronym	01845627
04053995	_hypernym	03522239
01448767	_member_meronym	01449586
11832108	_member_meronym	11832214
02635956	_hypernym	02635659
04404200	_hypernym	03007591
10327824	_hypernym	10531227
12341126	_member_meronym	12341412
00201034	_hypernym	00243900
11863717	_hypernym	11862835
01349493	_hypernym	01609287
11882237	_hypernym	11881742
02517938	_hypernym	02517442
12449296	_hypernym	12425281
02367131	_member_meronym	02367678
12698027	_hypernym	12695144
05756203	_hypernym	05752544
01941670	_member_meronym	01950195
12459629	_hypernym	13134302
02531114	_hypernym	02529772
02271740	_member_meronym	02271897
12954978	_member_meronym	12956791
12660009	_member_meronym	12664897
anomaly:	02050865	_instance_hypernym	10020890
11784497	_hypernym	11779300
01417041	_member_meronym	01417553
01146768	_hypernym	01146576
00362659	_hypernym	00362355
02454379	_hypernym	02453611
01574571	_hypernym	01389329
00948206	_hypernym	00947128
12700357	_hypernym	12695144
10084043	_hypernym	09918248
12180168	_hypernym	12177844
00424767	_hypernym	00424599
12767648	_hypernym	13100156
12164215	_member_meronym	12164363
01610758	_member_meronym	01611252
00050195	_derivationally_related_form	01721169
13277886	_hypernym	13275288
02043999	_member_meronym	02044178
02545841	_hypernym	01428580
01876843	_member_meronym	01878500
08285896	_hypernym	08278324
10255567	_derivationally_related_form	01307142
01165290	_hypernym	00273445
04681797	_hypernym	04682018
03138981	_hypernym	08663354
01669883	_member_meronym	01670092
00759657	_hypernym	00759501
12662654	_member_meronym	12662772
11835806	_member_meronym	11838266
01441425	_hypernym	01439121
01984958	_member_meronym	01985128
01473990	_member_meronym	01474641
01422594	_member_meronym	01423757
12404943	_member_meronym	12410205
12633386	_member_meronym	12635151
06777794	_derivationally_related_form	00855295
08841667	_member_of_domain_region	07886317
07961379	_hypernym	07961016
anomaly:	12319414	_member_meronym	12318378
12262327	_member_meronym	12263738
08820121	_member_of_domain_region	15200661
12400261	_member_meronym	12400924
12212810	_member_meronym	11585340
02367131	_member_meronym	02367993
00748515	_hypernym	00748011
12118912	_member_meronym	12119099
12102133	_hypernym	12101870
12538603	_member_meronym	12539832
01984695	_hypernym	01982650
00300761	_hypernym	02387034
14632129	_hypernym	14904661
00405360	_hypernym	00405206
12690388	_member_meronym	12691834
09022831	_member_meronym	09720256
11717820	_member_meronym	11718096
06680002	_hypernym	06679457
02663211	_hypernym	02661017
02219901	_member_meronym	02220225
05501185	_has_part	05500992
14392143	_hypernym	14391876
02173571	_member_meronym	02173784
11644226	_hypernym	11643835
anomaly:	01541922	_hypernym	01537134
02219901	_member_meronym	02220055
11867525	_member_meronym	11888271
00836236	_hypernym	00955148
02638444	_derivationally_related_form	10737103
03799375	_hypernym	04099429
06478582	_hypernym	06471345
anomaly:	01794813	_member_meronym	01803078
00375071	_hypernym	00374063
00183053	_derivationally_related_form	04718999
01708998	_hypernym	01708106
01652850	_member_meronym	01653223
01348075	_hypernym	01347583
14906850	_hypernym	14806838
07274890	_hypernym	01228102
02142064	_member_meronym	02142295
01398772	_derivationally_related_form	01163429
00382493	_derivationally_related_form	07416441
anomaly:	10717589	_hypernym	00046522
01723579	_derivationally_related_form	00898127
08968677	_has_part	08968879
05730365	_hypernym	05731779
02564720	_hypernym	02562315
15242029	_hypernym	15239292
02028175	_hypernym	02026059
11975254	_hypernym	13083023
02416410	_member_meronym	02416519
12329899	_member_meronym	12332866
13063046	_member_meronym	13063269
01986806	_has_part	07794159
00924431	_hypernym	00923793
09908025	_hypernym	09624168
01998019	_member_meronym	01998467
anomaly:	07966140	_hypernym	00407535
09385911	_hypernym	00002452
06719404	_hypernym	06717170
04709585	_hypernym	04709253
02621395	_hypernym	02620587
02926044	_hypernym	03771443
03654576	_has_part	03145843
10592049	_hypernym	10548227
02328942	_hypernym	02328429
11910835	_member_meronym	12808227
08979054	_has_part	09195372
00403401	_hypernym	02681795
05766984	_hypernym	05765159
02575325	_hypernym	02574910
02457825	_hypernym	02458103
anomaly:	02443114	_hypernym	02445715
00629257	_derivationally_related_form	01009190
03479952	_has_part	04546855
01812720	_hypernym	01761706
02386012	_derivationally_related_form	08227214
14801921	_hypernym	14642417
08820121	_member_of_domain_region	10525878
14417697	_derivationally_related_form	02293856
00190999	_derivationally_related_form	13426376
14415773	_hypernym	14414715
01479545	_hypernym	01478603
09510305	_instance_hypernym	09507097
10635275	_hypernym	09984659
03153361	_derivationally_related_form	01517966
05466005	_hypernym	05465868
05765415	_hypernym	05765159
10017272	_derivationally_related_form	01033346
01517966	_derivationally_related_form	03153361
01077881	_derivationally_related_form	02502037
02481231	_derivationally_related_form	00154689
00976653	_hypernym	00856824
00629597	_derivationally_related_form	01975387
09093608	_has_part	09452017
13723061	_has_part	13722929
03426574	_hypernym	04498523
13822995	_hypernym	13819207
05737153	_derivationally_related_form	00658052
12266796	_hypernym	12266217
06331803	_hypernym	06309383
02648253	_hypernym	02679899
08792548	_member_of_domain_region	08011523
04953380	_derivationally_related_form	00473003
05301752	_hypernym	05531161
01593937	_hypernym	01447257
01377032	_hypernym	01378556
01061203	_hypernym	01057200
anomaly:	05687338	_derivationally_related_form	04722715
08780881	_has_part	08784333
03587442	_hypernym	03783017
anomaly:	11598991	_also_see	11599165
07007945	_derivationally_related_form	01719302
05461179	_has_part	05581693
08502171	_has_part	08500433
01207609	_derivationally_related_form	02540670
08703454	_has_part	09325530
06311852	_hypernym	06311334
14892989	_hypernym	14892655
01999767	_hypernym	01767661
00539936	_derivationally_related_form	14485249
09425344	_hypernym	09335240
anomaly:	00657550	_derivationally_related_form	00658052
09057311	_has_part	09249418
13538314	_hypernym	13540610
13611207	_hypernym	13600097
10677713	_derivationally_related_form	02453889
05486510	_has_part	05466005
11083064	_instance_hypernym	10705615
02323902	_hypernym	02323449
05513529	_has_part	05521111
01350449	_also_see	01281611
12134836	_hypernym	12107970
14358022	_hypernym	14174549
anomaly:	02568672	_derivationally_related_form	00949134
01062395	_derivationally_related_form	00064789
07926127	_derivationally_related_form	00222135
05275905	_hypernym	05301392
01932973	_also_see	02179279
00949974	_derivationally_related_form	00122106
05871362	_hypernym	05872477
12764202	_hypernym	12762896
anomaly:	15265518	_derivationally_related_form	02600948
00850425	_hypernym	00847340
06293229	_synset_domain_topic_of	06962600
01564144	_derivationally_related_form	10008716
08921392	_has_part	08925830
01662622	_hypernym	01661592
09207288	_has_part	09044190
09117351	_has_part	09330604
08900535	_has_part	09458587
09189411	_has_part	09038597
08129883	_has_part	08130476
04876374	_hypernym	04874672
00465461	_synset_domain_topic_of	06100778
14447816	_hypernym	14447525
00922327	_hypernym	00913705
05273408	_hypernym	05271814
09033333	_has_part	09274739
09069862	_has_part	09264116
08551628	_has_part	08688590
05035264	_hypernym	05203649
06457952	_has_part	06460295
anomaly:	00357023	_derivationally_related_form	00365647
02660442	_hypernym	02604477
14491271	_hypernym	14488317
02038357	_also_see	01909397
01255355	_verb_group	01255222
07676602	_hypernym	07675627
00834745	_derivationally_related_form	00772381
00427397	_derivationally_related_form	00230172
01033346	_derivationally_related_form	10017272
03632963	_hypernym	04018667
02818832	_derivationally_related_form	01426397
02752311	_has_part	03683708
04623612	_has_part	04631298
05751173	_derivationally_related_form	10075899
03935450	_has_part	04271371
anomaly:	01539063	_derivationally_related_form	01539487
02251233	_hypernym	02250822
07083246	_derivationally_related_form	10050880
anomaly:	08436759	_synset_domain_topic_of	06128570
07725376	_hypernym	07708798
00794367	_derivationally_related_form	02531625
06891022	_derivationally_related_form	00772967
01222360	_also_see	01226240
09065557	_instance_hypernym	08638442
08707917	_has_part	09483129
10162780	_hypernym	10036266
08381636	_hypernym	08322981
03985232	_hypernym	03918480
03278248	_has_part	03033362
01719921	_derivationally_related_form	07007945
09813696	_hypernym	10338707
04845312	_hypernym	04844024
00164345	_derivationally_related_form	00740053
01232272	_derivationally_related_form	03731695
14980215	_hypernym	14806838
03006105	_hypernym	03895293
14671372	_hypernym	14969666
02617338	_derivationally_related_form	10109662
14051056	_derivationally_related_form	01830042
10248542	_hypernym	09679316
11609684	_has_part	07774842
15094824	_hypernym	14700745
02788148	_has_part	02783994
04555897	_has_part	03142679
08386555	_hypernym	08386365
11475279	_hypernym	11476231
07710616	_hypernym	07566863
05519085	_has_part	05519820
04099429	_has_part	04099175
02495922	_also_see	00834198
06034611	_hypernym	06022727
10368414	_hypernym	10042845
07573696	_has_part	07695965
02764044	_has_part	02764398
05706228	_hypernym	05701944
13880811	_hypernym	13881644
04351776	_hypernym	04352070
03660664	_has_part	04058096
00854000	_derivationally_related_form	01424456
03466162	_has_part	04551375
03754295	_hypernym	02704153
06020737	_hypernym	05660268
08168117	_hypernym	08167365
08542081	_hypernym	08541841
00315830	_derivationally_related_form	01566916
10726786	_hypernym	10638385
03844045	_has_part	04581829
10285313	_hypernym	09624168
07622061	_has_part	07622261
02565072	_hypernym	02564720
07673397	_hypernym	07672135
04371430	_hypernym	04371563
anomaly:	06105314	_hypernym	05872477
04960582	_hypernym	04960277
01091844	_derivationally_related_form	04907575
07515790	_hypernym	07515560
anomaly:	02170400	_hypernym	00126264
anomaly:	00359511	_instance_hypernym	14042423
09900981	_derivationally_related_form	01806505
04593629	_hypernym	02851099
09847010	_hypernym	10409011
06210363	_hypernym	06196284
08507558	_hypernym	08620061
13582013	_hypernym	13576101
13247554	_hypernym	03076708
01539063	_derivationally_related_form	09921409
07510923	_derivationally_related_form	00059019
03283827	_hypernym	03274796
13516842	_hypernym	13555599
04661151	_hypernym	04660536
09260907	_hypernym	09335240
00883297	_derivationally_related_form	00829107
02860415	_hypernym	04586421
14081375	_hypernym	07305234
06947479	_hypernym	06947032
00050454	_hypernym	00049900
06684572	_hypernym	06684383
02472987	_hypernym	00031264
02752931	_hypernym	02620587
05416198	_hypernym	05404728
05309725	_has_part	05305136
05018934	_hypernym	05017230
02152212	_hypernym	02151625
04191150	_hypernym	04521987
07008680	_hypernym	06269396
04416901	_hypernym	03178782
04332987	_hypernym	04577769
11492014	_hypernym	11490638
anomaly:	10011074	_hypernym	14204950
00634586	_hypernym	00633864
00335384	_derivationally_related_form	02063018
00917772	_hypernym	00916909
00869596	_hypernym	00775831
anomaly:	09275473	_has_part	02141713
02687172	_has_part	03363216
02701962	_hypernym	02732798
00823884	_hypernym	00828990
00664483	_hypernym	00665886
00467913	_derivationally_related_form	02201644
01421496	_member_meronym	01426784
00806314	_hypernym	00805376
13566535	_hypernym	13491876
01004072	_hypernym	00383606
01036996	_hypernym	01027859
02242256	_verb_group	01864038
01669883	_member_meronym	01670961
07490214	_hypernym	07489059
02663657	_member_meronym	02664823
00322488	_hypernym	00321956
12694707	_member_meronym	12695144
00768778	_hypernym	00766418
03501614	_hypernym	04337740
12154228	_member_meronym	12154426
11455386	_hypernym	11454591
07364434	_hypernym	07364115
03768346	_has_part	04182514
01412346	_hypernym	01398919
04823866	_hypernym	04822223
15152261	_hypernym	13952601
00933000	_hypernym	00932088
04703235	_hypernym	04702688
05176607	_hypernym	06689297
00646332	_hypernym	00152727
00971999	_verb_group	00715239
04992431	_hypernym	04980008
00759269	_also_see	00894221
00252020	_hypernym	00251780
02122983	_hypernym	02121188
00094500	_hypernym	00094240
00297404	_hypernym	00297062
10499857	_hypernym	10083823
01224517	_hypernym	01224031
04432662	_derivationally_related_form	01331689
00659112	_derivationally_related_form	00339463
02256172	_hypernym	02251775
11693981	_has_part	07760859
02168542	_member_meronym	02168876
06721949	_hypernym	07199922
10815648	_instance_hypernym	10705615
12540250	_hypernym	12539306
02457233	_hypernym	00686447
anomaly:	00037514	_has_part	00254597
11856981	_member_meronym	11860801
10553402	_hypernym	09627462
02170427	_hypernym	02169891
00013328	_hypernym	00010435
14562142	_hypernym	14561618
01506157	_derivationally_related_form	00798245
00093483	_hypernym	00045907
02324850	_has_part	07666521
12808227	_member_meronym	12834408
06736405	_hypernym	06734467
anomaly:	13358549	_derivationally_related_form	13365698
10344656	_hypernym	10201535
02119874	_hypernym	00063291
02536557	_hypernym	00137313
02006834	_hypernym	02005948
00679715	_hypernym	00679389
09879552	_hypernym	10184081
00236581	_hypernym	00062806
02469588	_member_meronym	02501101
00506040	_hypernym	00452512
00095121	_hypernym	00094001
00193130	_hypernym	00192836
01142324	_hypernym	01139194
11123262	_instance_hypernym	10151760
01827403	_hypernym	01825930
10498046	_hypernym	09614047
01835918	_hypernym	01835276
00621627	_hypernym	00620752
04758452	_hypernym	04756887
00061595	_hypernym	00083809
02257536	_member_meronym	02258065
03463832	_hypernym	03417345
10218043	_hypernym	09786338
00080456	_hypernym	00080304
02633677	_hypernym	02632989
00779360	_hypernym	00779061
01665761	_member_meronym	01666431
07499113	_hypernym	07498854
02535093	_hypernym	02534492
00991151	_hypernym	00990812
06876309	_hypernym	06873252
02686568	_has_part	04226537
02079933	_hypernym	02077656
05145118	_hypernym	05138488
02271740	_member_meronym	02272428
04686388	_hypernym	04686003
05161150	_hypernym	05160796
anomaly:	00562523	_instance_hypernym	08574314
02743343	_hypernym	02608347
anomaly:	01550172	_member_meronym	01547832
01252601	_hypernym	01252425
12577000	_member_meronym	12578255
00647094	_hypernym	00697589
00198270	_hypernym	00196485
08817630	_has_part	08818135
00637259	_hypernym	00632627
00307785	_hypernym	00226566
01926311	_hypernym	02055649
00715541	_derivationally_related_form	10633298
02199999	_member_meronym	02200198
01386433	_hypernym	01252971
01936219	_member_meronym	01936671
01389875	_member_meronym	01390287
01593011	_hypernym	01592456
12593122	_has_part	12593341
01589125	_member_meronym	01589286
01201271	_hypernym	01201021
01794813	_member_meronym	01796870
10433737	_hypernym	09633969
12684640	_member_meronym	12690388
11819509	_hypernym	13084184
02305856	_hypernym	02265979
12876032	_member_meronym	12878019
12487647	_member_meronym	12497492
01995323	_member_meronym	01995686
11754188	_member_meronym	11764231
00052500	_has_part	00281752
04864200	_hypernym	04861486
00744237	_hypernym	00550117
00702434	_hypernym	00701040
02286815	_member_meronym	02287004
12785110	_member_meronym	12786684
12690388	_member_meronym	12690653
11007332	_instance_hypernym	09926246
01258161	_hypernym	00120202
00407458	_hypernym	00406243
07209965	_hypernym	07208338
05301908	_hypernym	05249636
04277034	_hypernym	03089014
03216828	_hypernym	03638321
00184802	_hypernym	00183505
02792305	_hypernym	02955540
07818689	_hypernym	07811416
02308552	_derivationally_related_form	09815076
02376791	_hypernym	02376542
02064154	_member_meronym	02064608
12397210	_hypernym	12396924
01705247	_member_meronym	01707433
05396366	_has_part	05451384
11693566	_member_meronym	11693812
00309310	_hypernym	00334186
05776679	_hypernym	05776212
04996571	_hypernym	04996355
12358485	_member_meronym	12734446
02263346	_hypernym	02261888
anomaly:	00479598	_derivationally_related_form	00181476
10881092	_instance_hypernym	10071557
02264885	_hypernym	02264363
02027226	_hypernym	02025009
06674947	_hypernym	06416206
01178415	_synset_domain_topic_of	06155567
04758181	_hypernym	04757864
00176618	_derivationally_related_form	00673710
02171254	_member_meronym	02171633
13962166	_hypernym	13961642
01620436	_hypernym	01619929
04953380	_hypernym	04679738
01802309	_member_meronym	01807265
12609638	_member_meronym	12610186
00646271	_hypernym	00645552
00419685	_hypernym	00419375
00734587	_hypernym	00734054
05788149	_hypernym	05770664
11921395	_hypernym	11915899
12391477	_member_meronym	12398682
05053688	_hypernym	05053215
00343600	_hypernym	00343334
00384329	_synset_domain_topic_of	06262567
12600574	_member_meronym	12603784
12319687	_member_meronym	12321077
11219635	_instance_hypernym	10430665
01454856	_hypernym	02552171
12478283	_hypernym	11561228
11668573	_member_meronym	11778391
08231499	_member_meronym	08078819
01586541	_member_meronym	01587713
00286798	_hypernym	00286605
11086774	_instance_hypernym	10705615
02116959	_member_meronym	02118058
02461314	_hypernym	00674607
01086081	_hypernym	01085793
00594621	_derivationally_related_form	00190115
11605708	_member_meronym	11660537
01375909	_hypernym	01375637
00814458	_hypernym	00812977
02344568	_hypernym	02206619
00908099	_derivationally_related_form	01076488
11713164	_hypernym	13100677
14493426	_hypernym	14493145
06424275	_hypernym	06885083
00772253	_hypernym	00770270
12677612	_hypernym	13100156
05936704	_hypernym	05928118
12445848	_member_meronym	12446519
02241008	_hypernym	02236896
01278817	_hypernym	01278427
09838701	_hypernym	09679316
12204175	_hypernym	12202936
04118776	_hypernym	03735637
anomaly:	00737070	_derivationally_related_form	00331082
11643684	_member_meronym	11644226
01341876	_member_meronym	01388992
02623731	_hypernym	02623529
00064789	_hypernym	00063652
07011209	_hypernym	07010821
12280487	_member_meronym	12280886
00346693	_hypernym	00346296
01835087	_member_meronym	01836527
02332755	_hypernym	02330245
02021438	_member_meronym	02036982
12447121	_hypernym	12446519
02581957	_has_part	07778938
13066631	_member_meronym	13067532
02389927	_hypernym	02388950
12963796	_member_meronym	12964572
12157276	_member_meronym	12157769
02230772	_hypernym	02220461
07502387	_hypernym	07501545
02584449	_hypernym	02583567
02640857	_hypernym	02640242
12671157	_member_meronym	12679712
05686955	_hypernym	05686481
11040381	_instance_hypernym	09740085
02043982	_hypernym	02044278
01981543	_member_meronym	01981702
anomaly:	02430045	_hypernym	13112664
anomaly:	10349551	_verb_group	10349243
13023292	_member_meronym	12984802
12917338	_member_meronym	12921868
12706644	_member_meronym	12707040
00597634	_hypernym	00595935
00773285	_derivationally_related_form	07246742
12400261	_member_meronym	12400489
anomaly:	00669970	_derivationally_related_form	00786458
00967455	_verb_group	00967098
02706605	_derivationally_related_form	07385803
anomaly:	08921850	_member_of_domain_region	07836456
anomaly:	08114581	_synset_domain_topic_of	00243918
02536456	_has_part	07796321
00090708	_hypernym	00090888
02111684	_similar_to	02112891
01391569	_member_meronym	01392380
00069060	_derivationally_related_form	01327028
05833840	_derivationally_related_form	00739082
11389619	_instance_hypernym	09927451
12090318	_member_meronym	12094121
02663657	_member_meronym	02663849
01987353	_member_meronym	01987727
02575082	_hypernym	02574205
07124340	_member_of_domain_usage	06611376
00237078	_derivationally_related_form	00404642
01610758	_member_meronym	01610955
02062209	_member_meronym	02072209
01721169	_derivationally_related_form	00050195
01916738	_member_meronym	01917434
08982587	_has_part	09236423
13053608	_hypernym	13049953
04373264	_hypernym	02994858
anomaly:	01031756	_hypernym	00121366
05604535	_synset_domain_topic_of	15253139
06449735	_has_part	06451891
anomaly:	00540739	_hypernym	02060141
13737480	_derivationally_related_form	01563575
14528873	_derivationally_related_form	02564146
01221790	_hypernym	01221611
05770926	_hypernym	05770664
anomaly:	13220842	_hypernym	11534677
01389507	_hypernym	01387065
06751974	_hypernym	06312966
anomaly:	02698944	_derivationally_related_form	10418302
02150948	_derivationally_related_form	10633450
08941895	_instance_hypernym	08939562
09148970	_member_of_domain_region	01300242
00117385	_derivationally_related_form	05677952
11647131	_member_meronym	11648039
00985921	_hypernym	00984609
08174398	_member_meronym	08761244
05333467	_has_part	05350061
02033703	_hypernym	02033295
01393030	_hypernym	01391391
00689062	_hypernym	00674158
00716130	_derivationally_related_form	01185981
03103128	_has_part	04021798
08873412	_instance_hypernym	08552138
13740591	_synset_domain_topic_of	06962600
03796605	_hypernym	03327841
09194357	_has_part	09268592
13721529	_has_part	13721177
06884790	_hypernym	06883073
06542267	_derivationally_related_form	00460900
00160086	_derivationally_related_form	01152583
00747519	_hypernym	00747215
06500262	_hypernym	06488880
01651444	_derivationally_related_form	05908520
09348055	_hypernym	09224911
05045208	_derivationally_related_form	01507914
01834304	_similar_to	01835276
07064055	_hypernym	07025604
07419960	_derivationally_related_form	00268314
02184720	_hypernym	02183857
08980300	_member_of_domain_region	01270343
09006413	_has_part	09196103
05323723	_has_part	05248667
00503715	_synset_domain_topic_of	06080522
13631512	_has_part	13630864
08804154	_has_part	08804319
05796423	_hypernym	05794694
02720354	_hypernym	02634265
00657604	_has_part	00153105
06241825	_hypernym	06240244
00792471	_also_see	01646866
10828573	_instance_hypernym	09921792
09137869	_has_part	09388318
09110422	_has_part	09249418
15266265	_derivationally_related_form	02431971
02513560	_hypernym	01321579
00790086	_derivationally_related_form	04906712
anomaly:	13924659	_derivationally_related_form	02416278
05833840	_derivationally_related_form	00607780
05703429	_derivationally_related_form	01020005
03522634	_hypernym	03627232
07066659	_synset_domain_topic_of	07020895
08129883	_has_part	08130292
00508952	_hypernym	00507673
05546540	_has_part	05531814
09805151	_hypernym	09857200
09188609	_has_part	08790748
08041840	_instance_hypernym	00759694
05985602	_hypernym	05985381
03081021	_hypernym	03892891
00772381	_derivationally_related_form	00834745
anomaly:	02459915	_synset_domain_topic_of	00929718
02609764	_derivationally_related_form	15267536
02566528	_derivationally_related_form	00766234
01203715	_hypernym	01162754
02503517	_hypernym	02503127
06335162	_hypernym	07013549
00623862	_derivationally_related_form	02507464
06248214	_derivationally_related_form	10063177
06449735	_has_part	06434368
05527216	_has_part	05526175
02957586	_hypernym	03936568
02622234	_derivationally_related_form	00145218
03614007	_has_part	02677718
02133435	_derivationally_related_form	14526182
09582343	_hypernym	09578465
06088995	_synset_domain_topic_of	06084469
10695917	_synset_domain_topic_of	00928947
11439690	_hypernym	11419404
08395465	_hypernym	08279524
06741305	_derivationally_related_form	00894738
00444629	_verb_group	02060792
13622209	_has_part	13622035
04578559	_hypernym	04180314
02438861	_derivationally_related_form	01134479
01125429	_also_see	01613463
00154689	_derivationally_related_form	02481231
06991764	_hypernym	06991277
07625493	_hypernym	07622708
04259771	_has_part	04021503
10206173	_derivationally_related_form	00819508
08049989	_member_meronym	08820121
anomaly:	02996904	_derivationally_related_form	00624263
02426395	_derivationally_related_form	15267536
05617107	_hypernym	05616786
10491309	_hypernym	10480253
15256567	_synset_domain_topic_of	00482298
03551084	_hypernym	02891188
01746839	_derivationally_related_form	06769670
13611207	_has_part	13611567
08096474	_member_meronym	09683559
03657239	_hypernym	03563710
anomaly:	06534132	_has_part	08441203
07687789	_hypernym	07684600
05578095	_has_part	05578740
15267536	_derivationally_related_form	02609764
01032368	_hypernym	01032040
14492953	_hypernym	14491271
01349493	_derivationally_related_form	00343249
07581775	_hypernym	07581346
03233905	_hypernym	04328946
02980441	_has_part	03610098
09853184	_hypernym	09875353
06945679	_hypernym	06943558
05546040	_has_part	05310351
01400856	_derivationally_related_form	05539454
01882814	_derivationally_related_form	09409203
05333467	_has_part	05380822
03808977	_hypernym	02714883
anomaly:	00477665	_derivationally_related_form	01223182
03049457	_has_part	04190052
00339463	_derivationally_related_form	00659112
03396654	_hypernym	03054901
15211806	_has_part	15222369
00381331	_derivationally_related_form	00194645
03290771	_hypernym	02671062
00368592	_derivationally_related_form	01229071
01323599	_derivationally_related_form	01903617
08550966	_has_part	08586825
13658998	_has_part	13658828
07350754	_derivationally_related_form	01371454
02096756	_hypernym	02092468
07581346	_hypernym	07556970
anomaly:	14291561	_derivationally_related_form	07367385
03042984	_synset_domain_topic_of	04530566
07289956	_has_part	07307477
10503247	_derivationally_related_form	00775943
01307142	_derivationally_related_form	10255567
14436029	_hypernym	13948136
14751417	_hypernym	14745635
06028021	_hypernym	06021247
06141324	_has_part	05878440
04037443	_has_part	03061674
05399847	_has_part	05449268
02036578	_also_see	01369663
08949093	_has_part	09408540
00798245	_derivationally_related_form	02406916
00294522	_hypernym	00294245
00094448	_also_see	00118066
03380867	_has_part	04258982
13471815	_hypernym	13466586
01152787	_derivationally_related_form	02433767
05513020	_has_part	05512670
07360647	_hypernym	07307477
13393762	_hypernym	13387209
