#	top	0.001
02661574	_derivationally_related_form	08578517
02705680	_hypernym	02620587
08494459	_has_part	09198574
12260021	_member_meronym	12280487
01801600	_also_see	01716491
05748786	_hypernym	05748285
12173664	_hypernym	12170585
12588156	_member_meronym	12588320
02165247	_member_meronym	02166024
09119277	_instance_hypernym	08638442
anomaly:	07157273	_member_of_domain_usage	14748335
anomaly:	00528667	_instance_hypernym	00529400
02158587	_hypernym	02144835
10381369	_derivationally_related_form	01031705
04923743	_hypernym	04922787
01662434	_hypernym	01619929
01542567	_member_meronym	01544067
03953743	_hypernym	04175380
anomaly:	08791167	_has_part	08715952
09884815	_derivationally_related_form	01235769
02286425	_hypernym	02285548
01533442	_hypernym	00275843
anomaly:	01456771	_hypernym	01447257
08975902	_has_part	09325530
08215248	_member_meronym	10095061
07366627	_hypernym	07366289
05769833	_derivationally_related_form	00930368
09275016	_has_part	09207288
00122626	_derivationally_related_form	07295507
02120079	_hypernym	02118333
01620967	_member_meronym	01625275
09033333	_has_part	09173023
anomaly:	07465448	_synset_domain_topic_of	08199025
02412647	_derivationally_related_form	01243674
01830798	_hypernym	01762528
09207288	_has_part	08927186
05019661	_hypernym	05009170
05105265	_hypernym	05103946
03374102	_hypernym	04118021
13975037	_synset_domain_topic_of	06051542
09436708	_has_part	09247410
09208702	_hypernym	09355623
15121406	_has_part	15259812
anomaly:	00045907	_derivationally_related_form	00096969
00756194	_hypernym	00754956
13899804	_hypernym	13865483
01282142	_verb_group	01540693
01747717	_hypernym	01631534
02460502	_also_see	02179279
02473688	_derivationally_related_form	07475364
00065791	_also_see	00262792
14792703	_hypernym	14944888
02935387	_derivationally_related_form	01096860
13375323	_hypernym	13374426
13659162	_has_part	13658998
09117351	_has_part	09330604
03799375	_hypernym	04099429
13624705	_has_part	13624509
09033333	_has_part	09038990
13294503	_hypernym	13281275
03501614	_has_part	03313873
00213903	_hypernym	00213694
10034020	_hypernym	10360747
05082790	_hypernym	05082507
07350567	_derivationally_related_form	00387680
09141526	_has_part	09168707
02572667	_hypernym	02572119
14512817	_derivationally_related_form	03002190
08049989	_hypernym	08375154
06728998	_instance_hypernym	06723635
14513259	_hypernym	13934596
02566528	_derivationally_related_form	01627965
05436752	_synset_domain_topic_of	06078088
04322026	_hypernym	04359589
04472243	_has_part	03054901
09044862	_has_part	09071690
anomaly:	04051549	_derivationally_related_form	09213828
02806088	_hypernym	04340935
10740219	_derivationally_related_form	02679530
01115349	_also_see	02179279
01975387	_derivationally_related_form	00629597
07402519	_has_part	07404798
03584254	_hypernym	04315948
01500572	_derivationally_related_form	07389931
00057162	_hypernym	01076046
05088804	_derivationally_related_form	02032934
02039156	_hypernym	02038357
02622234	_derivationally_related_form	00145218
01306358	_has_part	01299476
01207609	_derivationally_related_form	02540670
00452293	_hypernym	00433661
anomaly:	10657306	_derivationally_related_form	04179385
05003423	_hypernym	05002822
anomaly:	08315194	_hypernym	00671351
13090091	_hypernym	13088096
11492833	_hypernym	11409059
03013580	_has_part	04333500
08614104	_derivationally_related_form	02696129
04737568	_hypernym	04735929
anomaly:	13245846	_synset_domain_topic_of	00607775
05820170	_derivationally_related_form	02677097
07261300	_hypernym	07260623
05161150	_derivationally_related_form	00177186
00536304	_derivationally_related_form	11515051
03464757	_hypernym	03504420
13766896	_hypernym	13756125
04455250	_hypernym	03726760
00448440	_derivationally_related_form	01240979
00328885	_hypernym	00279835
02388403	_derivationally_related_form	04921900
00237078	_derivationally_related_form	01647229
06763681	_derivationally_related_form	01059123
00894738	_derivationally_related_form	06741305
05311054	_has_part	09201031
05118251	_hypernym	05093890
07734555	_hypernym	07710007
00698855	_derivationally_related_form	10225219
14343411	_hypernym	14342132
anomaly:	02148788	_derivationally_related_form	00989602
anomaly:	14060929	_synset_domain_topic_of	06149484
05159225	_hypernym	05154517
08929243	_member_meronym	09719653
10050880	_derivationally_related_form	07083246
07651025	_derivationally_related_form	01250474
14193711	_hypernym	14084502
00930368	_derivationally_related_form	05769833
00740053	_derivationally_related_form	00164345
01982650	_has_part	02585446
04712735	_hypernym	04731497
02572119	_derivationally_related_form	00418903
00495038	_derivationally_related_form	14920844
01166517	_synset_domain_topic_of	00480508
09108164	_has_part	08610305
01129977	_also_see	01123148
01379954	_member_meronym	01380118
05314639	_hypernym	05313679
01147060	_derivationally_related_form	00135504
03250089	_hypernym	03551084
00384620	_derivationally_related_form	00258854
00418921	_derivationally_related_form	01148182
07066659	_synset_domain_topic_of	00933420
08508105	_derivationally_related_form	00251615
01466472	_hypernym	05588174
05532225	_has_part	05395690
02294436	_derivationally_related_form	01083645
09740085	_hypernym	10346198
anomaly:	00729109	_synset_domain_topic_of	07020895
04592099	_has_part	04184095
anomaly:	11502102	_derivationally_related_form	00748515
05136150	_hypernym	05093581
10008716	_derivationally_related_form	01564144
06586471	_synset_domain_topic_of	00928947
13659604	_has_part	13659419
00345761	_derivationally_related_form	07325190
02453889	_derivationally_related_form	07248060
01539063	_also_see	01282142
14155274	_hypernym	14153010
13902482	_hypernym	13864153
anomaly:	00439826	_hypernym	06157326
03551084	_has_part	02890804
05552607	_has_part	05385161
05595083	_hypernym	05220461
14118138	_hypernym	14117805
00321562	_derivationally_related_form	00188721
06262567	_hypernym	06254669
13621418	_has_part	13621190
01245490	_derivationally_related_form	15042542
13316332	_hypernym	13313899
05329533	_has_part	05329735
15212167	_has_part	15190084
02974219	_hypernym	04588365
10819755	_instance_hypernym	10537240
05545439	_hypernym	09379111
05323228	_hypernym	05299178
03756184	_hypernym	03054098
14239918	_hypernym	14239425
03601335	_hypernym	04286128
15201505	_has_part	15236475
08134807	_has_part	08136502
anomaly:	00511855	_derivationally_related_form	00519363
00364868	_derivationally_related_form	14836960
04160372	_derivationally_related_form	10689564
01896031	_hypernym	14755804
07677593	_hypernym	07675627
03695122	_has_part	03843555
02064358	_hypernym	01970826
02711890	_hypernym	04522421
anomaly:	00864535	_hypernym	00002137
03378005	_hypernym	03120198
05449959	_hypernym	05451265
04338517	_has_part	04262161
01160031	_also_see	02559180
10321882	_hypernym	10148305
15067877	_hypernym	03013162
01663443	_derivationally_related_form	10460806
15286249	_hypernym	13815152
04570815	_hypernym	02773838
03750912	_hypernym	03479647
06473168	_hypernym	05177285
08803382	_hypernym	08654360
04960582	_hypernym	04960277
05652926	_hypernym	05651971
01537409	_derivationally_related_form	06794666
14932303	_hypernym	14931879
07115914	_hypernym	07115684
14658109	_derivationally_related_form	00497391
13282161	_hypernym	13278375
06253140	_hypernym	06251781
14417146	_hypernym	14416845
00551065	_hypernym	00550117
02624263	_derivationally_related_form	00240184
15123115	_hypernym	15122231
05294606	_hypernym	05289861
06583178	_hypernym	06582403
00880978	_derivationally_related_form	07275275
04618070	_hypernym	04617562
11877860	_hypernym	11877473
09994119	_hypernym	09993901
13536794	_hypernym	00029677
01284444	_instance_hypernym	00223983
01283746	_hypernym	01283208
06045562	_hypernym	06037298
13350443	_hypernym	13349395
01266895	_derivationally_related_form	10118587
00681429	_derivationally_related_form	03735637
01237167	_hypernym	00964343
00659112	_derivationally_related_form	00339463
anomaly:	02170400	_hypernym	00126264
01041111	_hypernym	01206153
10005721	_hypernym	09777353
00577068	_hypernym	00575741
01215421	_derivationally_related_form	05097845
05890249	_hypernym	05888929
05200169	_derivationally_related_form	00001740
11349318	_instance_hypernym	10527334
01249724	_also_see	01548718
01803003	_hypernym	01789514
02573127	_hypernym	02574516
14428404	_hypernym	14428160
13858604	_derivationally_related_form	00138508
05579944	_hypernym	05580416
13742358	_hypernym	13741022
06429590	_hypernym	06362953
11156943	_instance_hypernym	10067305
00857784	_derivationally_related_form	10171219
00594146	_derivationally_related_form	14371161
09751256	_hypernym	09676884
02161530	_hypernym	02133435
00381680	_hypernym	00378985
04955160	_hypernym	04947186
anomaly:	10455619	_hypernym	01686132
05867413	_hypernym	05835747
08146782	_member_meronym	09847727
01471070	_member_meronym	01660719
anomaly:	04745932	_synset_domain_topic_of	02658050
12577000	_member_meronym	12577895
02590237	_member_meronym	02590495
04474466	_has_part	02776205
04863358	_hypernym	04863074
01849221	_also_see	02619924
01061203	_derivationally_related_form	00889740
11486178	_hypernym	11444117
07116304	_hypernym	01074694
00322228	_hypernym	00321956
00265119	_derivationally_related_form	00926310
02412647	_hypernym	02521410
05176607	_hypernym	06689297
00235208	_hypernym	00234892
10474446	_hypernym	10090020
anomaly:	01928390	_synset_domain_topic_of	06099269
14574846	_hypernym	13920835
07082573	_hypernym	07071483
08640739	_has_part	08640531
00168237	_hypernym	00165942
01744082	_hypernym	01743784
06732169	_has_part	06808720
00750405	_hypernym	00770834
00232863	_hypernym	00232386
01141160	_hypernym	01140839
02128286	_hypernym	02150510
10615179	_hypernym	10195593
00775831	_hypernym	00773432
02242256	_verb_group	01864038
00508952	_has_part	01245813
02053941	_hypernym	01849221
01773319	_member_meronym	01773797
11105298	_instance_hypernym	10151760
06536389	_hypernym	06502378
00461493	_hypernym	00462092
01671125	_hypernym	01670092
10437014	_hypernym	09800964
02379198	_hypernym	02367032
00233335	_derivationally_related_form	04181228
00901316	_hypernym	00901083
04882622	_hypernym	04881829
08179879	_hypernym	07942152
01856225	_member_meronym	01856748
02241107	_hypernym	02319050
13473097	_hypernym	13466586
00101779	_hypernym	00005041
anomaly:	00037514	_has_part	00254597
00360143	_hypernym	00359903
00276342	_derivationally_related_form	00407458
02157557	_hypernym	05470189
08549480	_hypernym	08549070
13872592	_has_part	13902482
09756400	_hypernym	09848489
05703429	_hypernym	05702275
02659808	_hypernym	02658079
00618878	_hypernym	00699815
06057539	_hypernym	06078327
01245986	_hypernym	01245637
01254051	_hypernym	01254253
00098517	_hypernym	00098083
00768062	_hypernym	00989201
04771890	_hypernym	04770211
02677097	_hypernym	02676054
00839194	_hypernym	00854420
12829099	_member_meronym	12833341
05111835	_hypernym	05109808
07510495	_hypernym	07509572
00314782	_hypernym	00150287
12737383	_member_meronym	12737745
13286254	_hypernym	13285176
01138204	_hypernym	02637938
10017272	_hypernym	09875786
10930428	_instance_hypernym	09711132
01946138	_hypernym	01945516
01112420	_has_part	01113068
08356903	_hypernym	08401248
14446161	_hypernym	14445379
01589497	_hypernym	01588493
00036780	_hypernym	00036362
08222293	_hypernym	08180190
05773776	_hypernym	05773049
00521970	_hypernym	00520257
00834636	_hypernym	00831191
10366779	_hypernym	09936620
02272549	_hypernym	02274482
anomaly:	11665781	_member_meronym	02178563
01651444	_hypernym	01641914
00040152	_hypernym	00039021
10495756	_hypernym	10213652
14449405	_hypernym	14449126
12212810	_member_meronym	11566682
01026262	_derivationally_related_form	00764902
10842730	_instance_hypernym	09894143
12823164	_member_meronym	12824909
06878580	_hypernym	06878071
02429695	_member_meronym	02434834
00276813	_hypernym	00276620
02621244	_hypernym	02620587
00233335	_hypernym	02510337
12963796	_member_meronym	12966386
02293856	_derivationally_related_form	14417697
01421496	_member_meronym	01425817
13024012	_has_part	11532816
02405390	_hypernym	02406585
00798245	_hypernym	00797878
00007012	_hypernym	00004227
10450303	_hypernym	09623038
08096301	_member_meronym	09683306
13063784	_member_meronym	13064247
00343600	_hypernym	00343334
00392588	_hypernym	00227165
01054876	_derivationally_related_form	02651193
12404943	_member_meronym	12410032
02626590	_member_meronym	02627532
13227235	_member_meronym	13229747
05196582	_hypernym	05196375
02103481	_derivationally_related_form	02106006
01361973	_member_meronym	01362480
12734722	_member_meronym	12735666
09378014	_instance_hypernym	09452395
02051213	_member_meronym	02054834
13990064	_hypernym	13920835
00779360	_hypernym	00779061
08008335	_member_meronym	08400965
02640226	_hypernym	02640440
11204962	_instance_hypernym	10705615
00229605	_hypernym	00227165
00160688	_hypernym	00160532
00173283	_hypernym	00172710
02171633	_member_meronym	02175263
00081572	_hypernym	00079018
05053688	_hypernym	05053215
04636610	_derivationally_related_form	02281325
01911511	_member_meronym	01912272
02534352	_member_meronym	02534559
07338552	_hypernym	07339329
01417041	_member_meronym	01417553
11714382	_hypernym	13111174
12205694	_hypernym	13083586
07230089	_hypernym	07229530
00878348	_hypernym	00804476
10813986	_instance_hypernym	09818343
00378521	_hypernym	00379440
05121908	_hypernym	05121418
01769220	_hypernym	01767949
05706629	_hypernym	05706228
00753428	_hypernym	00752493
02677567	_hypernym	02449847
00314469	_hypernym	00584367
04874409	_hypernym	04873550
12876032	_member_meronym	12878525
11849467	_hypernym	13087625
02593863	_member_meronym	02599207
14562960	_derivationally_related_form	00354845
12265900	_member_meronym	12266796
06728726	_instance_hypernym	06723635
11194205	_instance_hypernym	10045713
anomaly:	04604009	_synset_domain_topic_of	07020538
01604625	_member_meronym	01615825
01095753	_hypernym	00796886
01711662	_member_meronym	01712008
00063291	_hypernym	00208210
03123553	_derivationally_related_form	02849154
01758339	_derivationally_related_form	05053688
00255214	_hypernym	00251013
01419160	_hypernym	01418667
05073131	_hypernym	05072911
08473173	_hypernym	08472890
02452092	_derivationally_related_form	07475870
02612393	_member_meronym	02615494
01201773	_hypernym	01201021
02269829	_member_meronym	02271087
00340662	_hypernym	00340463
00286798	_hypernym	00286605
01652583	_member_meronym	01652850
08218393	_hypernym	08242799
01740320	_hypernym	01739814
01259211	_derivationally_related_form	00800242
01579868	_member_meronym	01580644
07595180	_hypernym	07859284
12476036	_member_meronym	12480233
01445597	_hypernym	01445932
05978623	_hypernym	05978159
00963283	_hypernym	00962447
anomaly:	14961512	_synset_domain_topic_of	05946687
12930044	_member_meronym	12935982
00998886	_hypernym	00998399
01697178	_hypernym	01696633
12188985	_member_meronym	12191965
05315095	_hypernym	05327134
01934207	_member_meronym	01937719
11536778	_member_meronym	11538935
02540412	_hypernym	01428580
02165247	_member_meronym	02165456
02252039	_member_meronym	02252429
02271427	_member_meronym	02271740
01834702	_member_meronym	01835087
01261018	_also_see	00677445
02529515	_member_meronym	02529772
12684640	_member_meronym	12685214
00308105	_derivationally_related_form	11444816
02390287	_hypernym	01844431
00164444	_hypernym	01631072
01536916	_member_meronym	01537360
01426397	_derivationally_related_form	02818832
02219234	_member_meronym	02219901
01799794	_hypernym	01793177
06375008	_hypernym	06374587
01883212	_member_meronym	01885032
00681429	_hypernym	00670261
09370383	_has_part	09114401
01606177	_derivationally_related_form	01606177
12090318	_member_meronym	12092766
04649651	_hypernym	04649261
12734722	_member_meronym	12736840
02678438	_derivationally_related_form	00582868
02269829	_member_meronym	02270011
09927089	_hypernym	10241300
anomaly:	01956344	_similar_to	01321579
02743343	_hypernym	02608347
02649689	_member_meronym	02651412
07125096	_hypernym	07128527
05121418	_derivationally_related_form	00948071
01471070	_member_meronym	02511824
07828987	_hypernym	07810907
08627919	_hypernym	08537837
02273922	_hypernym	02205272
01847565	_member_meronym	01848648
11856981	_member_meronym	11860801
00634472	_derivationally_related_form	00550282
08521267	_has_part	08494987
11667562	_member_meronym	11556857
01634684	_member_meronym	01635343
02612982	_member_meronym	02613687
00075708	_hypernym	00075421
05675715	_synset_domain_topic_of	11094611
01914609	_hypernym	01914163
02053425	_hypernym	02053083
14403560	_hypernym	14403107
10092299	_hypernym	10770059
02623731	_hypernym	02623529
06582403	_hypernym	06566077
02246284	_member_meronym	02247076
14114555	_hypernym	14059663
01936671	_hypernym	01936391
08857682	_member_meronym	08900535
00508091	_hypernym	00507673
00990812	_hypernym	01029852
07334206	_derivationally_related_form	00890855
12408077	_hypernym	12405714
02472987	_member_meronym	07942152
01930485	_member_meronym	01930672
01385330	_derivationally_related_form	03064239
01479545	_hypernym	01478603
09382990	_has_part	09400667
02992070	_synset_domain_topic_of	06174404
02298379	_member_meronym	02298541
11178161	_instance_hypernym	10375794
00475996	_derivationally_related_form	05105265
00691050	_derivationally_related_form	01255057
00222485	_derivationally_related_form	01620436
13298011	_hypernym	13296899
04806512	_hypernym	04671394
06451891	_has_part	06432376
04635482	_hypernym	04635104
01569836	_hypernym	01567133
14454450	_hypernym	14452616
14415773	_hypernym	14414715
09189411	_has_part	08800258
06369829	_has_part	06373991
01557697	_member_meronym	01558765
02250822	_hypernym	02248368
00582868	_derivationally_related_form	02678438
05689249	_hypernym	05686955
08773336	_instance_hypernym	08633957
02580392	_hypernym	02579447
00671190	_derivationally_related_form	00176459
09014586	_has_part	09014850
06220819	_hypernym	06220616
05511618	_hypernym	05511286
10491309	_hypernym	10480253
12314315	_member_meronym	12314652
01896478	_derivationally_related_form	01789514
09538021	_hypernym	09536363
00753881	_derivationally_related_form	00583246
01593937	_hypernym	01447257
00095329	_derivationally_related_form	00199912
01880531	_also_see	02035337
09109444	_has_part	09407632
07010821	_hypernym	07012534
01134479	_derivationally_related_form	02438861
07132415	_hypernym	07131854
02159197	_hypernym	00697589
01734300	_hypernym	01724459
04068601	_hypernym	03852688
00095502	_hypernym	00035189
13508651	_hypernym	13536016
00499812	_verb_group	00500055
05119837	_derivationally_related_form	02356704
09049599	_has_part	09103943
01806567	_hypernym	01802721
05593476	_hypernym	05593017
02701393	_synset_domain_topic_of	00933420
05936704	_hypernym	05928118
08965598	_has_part	09371151
01442779	_derivationally_related_form	04023249
07721325	_hypernym	07720442
01062817	_hypernym	01062583
02431320	_derivationally_related_form	00215314
05587288	_has_part	05540121
03068181	_has_part	03315805
13814601	_hypernym	13813042
00834460	_derivationally_related_form	00006523
03022406	_hypernym	03570838
01981699	_derivationally_related_form	00988028
anomaly:	10750365	_synset_domain_topic_of	06128570
04546855	_has_part	02734217
04841810	_hypernym	04841358
08973776	_has_part	09371151
08041840	_instance_hypernym	00759694
09409203	_derivationally_related_form	01882814
12890009	_member_meronym	12890265
09053185	_member_of_domain_region	01275697
00201058	_derivationally_related_form	01915365
00731222	_derivationally_related_form	02475922
02258617	_derivationally_related_form	05696425
00483801	_hypernym	01556921
01250474	_derivationally_related_form	07651025
09039411	_has_part	09038990
00521562	_derivationally_related_form	01711445
09828760	_derivationally_related_form	06061631
02268351	_derivationally_related_form	00742645
02586121	_derivationally_related_form	01769843
13623856	_has_part	13623636
02111684	_similar_to	02112891
02784218	_hypernym	04339291
14517412	_hypernym	14516743
08494459	_instance_hypernym	08573258
06461077	_has_part	06437824
04377057	_has_part	03778600
04298171	_hypernym	04298308
anomaly:	00727012	_hypernym	00026192
01697986	_hypernym	01697816
00788097	_derivationally_related_form	02241107
04347754	_has_part	04259771
00536143	_derivationally_related_form	09433134
09137869	_member_of_domain_region	01276436
15177866	_has_part	15214068
00162632	_derivationally_related_form	00634472
14386590	_derivationally_related_form	02662076
01604586	_derivationally_related_form	03229244
15042542	_derivationally_related_form	01245490
09477890	_hypernym	09335240
13658828	_has_part	13658657
09310806	_hypernym	09224911
13966007	_derivationally_related_form	10328782
01053067	_derivationally_related_form	01469263
15139691	_hypernym	15139130
00611481	_derivationally_related_form	05761918
08121117	_hypernym	08120384
00388296	_derivationally_related_form	14394094
09663472	_hypernym	09649554
02860415	_derivationally_related_form	01523105
anomaly:	02996904	_derivationally_related_form	00624263
05166560	_synset_domain_topic_of	01326291
08815046	_member_of_domain_region	08016900
14839846	_derivationally_related_form	01244351
06568978	_hypernym	06566077
08735705	_has_part	08703035
00086077	_derivationally_related_form	01937909
02455407	_derivationally_related_form	09626589
02110927	_hypernym	00137313
02685951	_also_see	02685665
10633450	_derivationally_related_form	02128873
07610295	_hypernym	07557165
06994329	_hypernym	06991980
10675876	_hypernym	10518602
01253379	_derivationally_related_form	01057034
08998560	_member_of_domain_region	08012384
00659048	_hypernym	00658082
05503705	_has_part	05504107
03460674	_hypernym	02720201
14064408	_synset_domain_topic_of	03808564
00381331	_derivationally_related_form	00194645
07697537	_has_part	07690019
07678193	_hypernym	07677593
10371741	_hypernym	10294602
13985818	_derivationally_related_form	00193130
06564387	_has_part	06394564
02836035	_has_part	03971422
08860123	_member_of_domain_region	13753067
12649065	_hypernym	12641413
06958615	_hypernym	06956287
01544692	_also_see	02265979
05957428	_hypernym	05956651
02513560	_hypernym	01321579
08596076	_hypernym	09428293
08278324	_member_meronym	08278169
05526384	_hypernym	05523269
14700745	_hypernym	14755804
04318131	_synset_domain_topic_of	00467995
15137890	_hypernym	15137676
13611207	_has_part	13611567
03321419	_has_part	03321103
00772967	_derivationally_related_form	06891022
07052291	_has_part	07012534
05424963	_hypernym	05474738
02512053	_hypernym	01473806
05275905	_hypernym	05301392
04405907	_has_part	03617594
03085333	_has_part	03827107
00298556	_derivationally_related_form	08623927
10053439	_hypernym	10053004
05408388	_hypernym	04522421
10597091	_hypernym	10722758
03585875	_hypernym	04580298
01882814	_derivationally_related_form	09409203
11439690	_hypernym	11419404
15022389	_hypernym	14736359
00366020	_derivationally_related_form	07360293
09622049	_has_part	05219297
02722997	_hypernym	02716866
13726074	_has_part	13725726
00834198	_also_see	02495922
04099429	_has_part	04099175
05220306	_hypernym	05219724
15204983	_has_part	15203791
05474738	_has_part	05466696
01032368	_hypernym	01032040
05284333	_has_part	05473104
02740300	_hypernym	02740533
02799323	_has_part	02838728
06996309	_hypernym	06991764
07710616	_hypernym	07566863
03516011	_hypernym	03850746
03699396	_hypernym	03479647
14687818	_hypernym	14708720
05028700	_hypernym	05026843
03343853	_has_part	04216963
13933560	_hypernym	14411243
00844994	_hypernym	00845523
02459633	_hypernym	02459173
01306736	_instance_hypernym	00089027
07707451	_hypernym	07705711
03283827	_hypernym	03274796
anomaly:	05085572	_hypernym	00444519
08350470	_hypernym	08349916
00459114	_hypernym	00458754
02230772	_also_see	02589013
09288635	_hypernym	09443453
05936381	_hypernym	05928118
01323958	_derivationally_related_form	00219012
14395955	_hypernym	14395403
03429914	_hypernym	03819595
15052970	_hypernym	14984973
03321419	_hypernym	03595860
01656788	_derivationally_related_form	07951464
02047148	_derivationally_related_form	04454240
02457756	_member_meronym	02458135
05054130	_hypernym	05053688
08435388	_hypernym	00031264
00885082	_derivationally_related_form	06392935
14464005	_hypernym	14462666
00149262	_derivationally_related_form	02074377
12159055	_hypernym	12158798
01654271	_hypernym	01619354
07229747	_hypernym	07229530
05006898	_hypernym	05005250
anomaly:	03397532	_hypernym	13907415
02789271	_hypernym	03839993
15008847	_hypernym	14845743
anomaly:	12479537	_similar_to	12476510
00332154	_hypernym	00397576
09393108	_hypernym	09304750
09899929	_hypernym	10510339
02608004	_derivationally_related_form	09368224
00436668	_hypernym	00123170
04760024	_hypernym	04760771
00889740	_derivationally_related_form	01061203
02880008	_hypernym	03398467
07961480	_hypernym	07951464
07757602	_hypernym	07757312
02675320	_derivationally_related_form	07054122
05925366	_hypernym	05923696
00407328	_hypernym	00406243
01570744	_hypernym	01387786
00692718	_hypernym	00692580
04835028	_hypernym	04616059
09830629	_hypernym	10176111
10689104	_hypernym	10642151
02068745	_hypernym	02068413
10837918	_instance_hypernym	10705615
00205649	_hypernym	00205079
01387065	_hypernym	01326291
09307300	_hypernym	09385911
anomaly:	01240210	_has_part	01239064
03391301	_has_part	04272054
06497872	_hypernym	06825863
10126177	_hypernym	10284064
00276987	_hypernym	00276620
05704096	_hypernym	05702726
00351406	_hypernym	00350461
02382367	_hypernym	02383440
00069060	_derivationally_related_form	01327028
05754519	_hypernym	05753954
anomaly:	03110183	_hypernym	01080366
00050195	_hypernym	00048374
07775375	_hypernym	07555863
04361641	_hypernym	03269401
01087559	_hypernym	01087197
00638837	_derivationally_related_form	02995345
02509287	_hypernym	02510337
09988063	_hypernym	10080869
02689299	_hypernym	02687916
15042542	_hypernym	14996020
anomaly:	00856860	_derivationally_related_form	02531422
05018785	_hypernym	05018103
04010205	_hypernym	04544979
00614057	_hypernym	00613683
04067472	_hypernym	04586421
00334996	_hypernym	02031158
02154508	_hypernym	02163746
anomaly:	02523784	_hypernym	07212190
06252138	_hypernym	00030358
01982395	_verb_group	02394183
01925695	_hypernym	01924916
00846509	_hypernym	00843468
00244416	_hypernym	00244625
01109687	_hypernym	01093085
02048051	_hypernym	02045790
12322887	_member_meronym	12341126
01058426	_derivationally_related_form	01794344
12410715	_member_meronym	12475450
13879320	_derivationally_related_form	02468618
01261490	_hypernym	00242808
08198398	_member_meronym	10582746
07510625	_hypernym	07510495
anomaly:	11545524	_hypernym	01862557
13971065	_hypernym	13969243
07478874	_hypernym	07314427
02541251	_hypernym	01525666
00275151	_hypernym	00274941
12823164	_member_meronym	12824581
09536789	_hypernym	09536363
01542567	_member_meronym	01543272
01085237	_hypernym	00672277
14004572	_hypernym	14004317
01422594	_member_meronym	01423757
06123363	_hypernym	05996646
13500557	_hypernym	13460568
10774870	_hypernym	10345100
06619428	_hypernym	06619065
00941990	_derivationally_related_form	05301908
14027674	_hypernym	14023491
06613686	_hypernym	06619065
09877443	_hypernym	10350220
01421496	_member_meronym	01426784
00842538	_hypernym	00843468
07499113	_hypernym	07498854
02498987	_hypernym	02498716
00076114	_hypernym	00092293
12450607	_hypernym	12450344
11766609	_member_meronym	11776861
07054122	_derivationally_related_form	02675320
00024279	_derivationally_related_form	01048466
02082690	_hypernym	02043190
08399586	_hypernym	08398773
01215719	_hypernym	01212519
02554647	_hypernym	02554922
01635432	_verb_group	00591115
00432839	_hypernym	00432683
13019017	_member_meronym	13019202
02818832	_derivationally_related_form	01426397
00104026	_hypernym	00103875
01566888	_member_meronym	01567530
01856225	_member_meronym	01856553
00610010	_hypernym	00609683
00084562	_hypernym	00497705
06428792	_hypernym	06427831
01834702	_member_meronym	01834918
01862399	_hypernym	01861778
01540232	_hypernym	01540449
01056411	_hypernym	01053617
02289610	_hypernym	02288789
13016457	_member_meronym	13005166
01593254	_hypernym	01346003
00085678	_hypernym	00085219
02306159	_member_meronym	02307007
11410298	_hypernym	11409059
05902327	_hypernym	05898568
07293678	_synset_domain_topic_of	00445802
01970646	_hypernym	01970826
05324553	_hypernym	13864153
02183697	_member_meronym	02184881
12136720	_hypernym	12101870
anomaly:	00168588	_synset_domain_topic_of	01631072
02252931	_hypernym	02253154
00405079	_hypernym	00404642
13810141	_hypernym	13809920
01817574	_hypernym	01806505
10712573	_hypernym	10025730
10297367	_hypernym	10419047
13940456	_derivationally_related_form	02669081
11312709	_instance_hypernym	10015215
01252280	_hypernym	00237078
10586265	_hypernym	10230801
00849939	_hypernym	00849332
11538582	_hypernym	11537665
12329899	_member_meronym	12332718
13070308	_hypernym	12998815
05789432	_hypernym	05788149
13580058	_hypernym	13577171
00446885	_hypernym	00146138
00840189	_hypernym	00839778
01924590	_member_meronym	01925133
10705448	_hypernym	10480018
01047338	_derivationally_related_form	00024279
01203715	_derivationally_related_form	10470460
07130341	_hypernym	07129867
02659358	_derivationally_related_form	03117939
04706290	_hypernym	04706087
00253277	_hypernym	00153263
00784388	_hypernym	00768701
04955160	_hypernym	04953954
12740514	_member_meronym	12741409
01845229	_hypernym	01845720
02540670	_hypernym	02547586
08645963	_hypernym	08497294
14289942	_hypernym	14289590
02001428	_member_meronym	02007721
00177448	_hypernym	00172710
10004539	_hypernym	10314952
02653786	_hypernym	02652668
12715569	_member_meronym	12718807
02321046	_hypernym	02265560
13233012	_member_meronym	13239471
10854397	_instance_hypernym	10343554
06275634	_has_part	06624161
13220842	_member_meronym	13221807
02437905	_hypernym	02436349
00663353	_hypernym	00664483
01586541	_member_meronym	01587713
01975312	_member_meronym	01990627
02116980	_hypernym	02116118
09968259	_hypernym	09972157
01417041	_member_meronym	01417807
02536864	_has_part	07796468
02171254	_member_meronym	02171453
00982514	_hypernym	00169806
00354845	_derivationally_related_form	14562960
02661252	_derivationally_related_form	10341660
02531625	_derivationally_related_form	05799212
01295275	_hypernym	01354673
01372556	_also_see	02401809
12329899	_member_meronym	12330336
12468900	_hypernym	12468243
01789740	_has_part	01895219
00618267	_hypernym	00618451
anomaly:	02440705	_member_meronym	01828714
01112584	_hypernym	01112364
02623906	_derivationally_related_form	00927516
06797671	_synset_domain_topic_of	06043075
01934207	_member_meronym	01934440
04051549	_hypernym	03566329
03410740	_derivationally_related_form	02190943
12829099	_member_meronym	12832976
